settlement_id,name,lon,lat,district,division,pop_2km,n_schools_3km,n_clinics_3km,rwi,elevation_m,seasonal_water_px,flood_prone,place,dl_mbps,split,evidence_tier_REFERENCE_ONLY
S0294,Mantub,116.9525025,6.1755676,Ranau,West Coast,194,0,0,-0.297,122.0,0,False,village,53.667,train,measured
S0295,Sumbilingon,116.9592348,6.1856954,Ranau,West Coast,0,0,0,-0.3125,128.0,0,False,village,53.667,train,measured
S0296,Nasakot,116.961343,6.1992709,Ranau,West Coast,0,0,0,-0.392,129.0,0,False,village,93.5085,train,measured
S0297,,116.9567672,6.2026547,Ranau,West Coast,0,0,0,-0.392,136.0,0,False,village,93.5085,train,measured
S0298,Kimanis,115.8951324,5.6138322,Papar,West Coast,7097,1,0,0.374,6.0,35,True,village,182.268,train,measured
S0300,Putatan,116.05,5.8833333,Putatan,West Coast,25152,5,4,1.0173333333333334,9.0,114,True,town,200.378,train,measured
S0301,Kunak,118.2475984,4.6838807,Kunak,Tawau,30634,8,5,0.8215,14.0,114,True,town,84.056,train,measured
S0302,Beluran,117.5598077,5.8979788,Beluran,Sandakan,13195,3,2,0.2485,5.0,51,True,town,48.049,train,measured
S0307,Kampung Sumbilingan,116.3458603,6.3129372,KotaBelud,West Coast,1986,0,0,-0.045,11.0,64,True,village,47.221,train,measured
S0308,Batu Payung,117.992711,4.228356,Tawau,Tawau,947,0,0,0.403,130.0,58,True,village,38.497,validate,low_evidence
S0309,Tinagat,117.9670708,4.240154,Tawau,Tawau,6620,2,0,0.334,10.0,173,True,village,160.025,train,measured
S0310,Kg Dagat Lama,118.7752305,5.3665927,Kinabatangan,Sandakan,0,0,0,-0.487,9.0,13,True,village,6.1105,validate,low_evidence
S0311,Kampung Damai SFI,115.5350166,5.0208115,Sipitang,Interior,6469,0,1,0.4665,51.0,2,False,village,49.092,train,measured
S0312,Kampung Molosok,116.1217083,5.0176067,Keningau,Interior,274,1,1,-0.409,373.0,0,False,hamlet,50.076,validate,low_evidence
S0313,Kampung Dalit Station,116.1260882,5.0204538,Keningau,Interior,189,1,1,-0.49425,373.0,0,False,hamlet,50.076,validate,low_evidence
S0314,Kampung Kahaba,116.1084747,5.0094591,Keningau,Interior,139,1,1,-0.0905,379.0,0,False,hamlet,50.076,validate,low_evidence
S0315,Kampung Tambulaung,116.4551222,6.2285288,KotaBelud,West Coast,2808,4,3,0.17375,92.0,74,True,village,44.857,train,measured
S0316,Kampung Taginambur,116.4491033,6.2251585,KotaBelud,West Coast,2687,4,3,0.30833333333333335,96.0,51,True,village,50.3815,train,measured
S0317,Kampung Podos,116.4848625,6.223804,KotaBelud,West Coast,261,2,0,-0.163,138.0,0,False,village,37.547,train,measured
S0318,Kampung Soronsob,116.4523971,6.2186365,KotaBelud,West Coast,2345,4,3,0.3085,101.0,62,True,village,48.818,train,measured
S0319,Kampung Tamalang,116.4494384,6.2360746,KotaBelud,West Coast,2923,4,3,0.236,106.0,85,True,village,47.124,train,measured
S0320,Kampung Bahab,116.4515128,6.2137719,KotaBelud,West Coast,2249,4,3,0.12,129.0,92,True,village,59.751,train,measured
S0321,Kampung Bayayat,116.4454789,6.2065818,KotaBelud,West Coast,1459,4,3,0.1865,168.0,75,True,village,59.751,train,measured
S0322,Kampung Sogoh,116.4466573,6.1992736,KotaBelud,West Coast,1206,4,0,0.03933333333333333,160.0,41,True,village,47.384,train,measured
S0323,Kampung Tinata,116.4687633,6.2138754,KotaBelud,West Coast,437,5,3,-0.154,224.0,0,False,village,55.649,train,measured
S0324,Kampung Nopungguk,116.4881866,6.2021431,KotaBelud,West Coast,141,2,0,-0.505,388.0,0,False,village,3.381,train,measured
S0325,Kampung Gansurai,116.4712732,6.1953094,KotaBelud,West Coast,125,1,0,-0.5355,170.0,0,False,village,6.437,train,measured
S0326,Kampung Melangkap Noriou,116.4849272,6.1792216,KotaBelud,West Coast,218,2,0,-0.2803333333333333,409.0,0,False,village,25.061,train,measured
S0327,Kampung Melangkap Tiong,116.4822091,6.1682574,KotaBelud,West Coast,240,1,0,-0.07666666666666666,278.0,10,True,village,33.3475,train,measured
S0328,Kampung Melangkap Baru,116.4742672,6.1658929,KotaBelud,West Coast,240,1,0,-0.1435,224.0,6,True,village,33.3475,train,measured
S0329,Kampung Melangkap Kapa,116.5123489,6.1519023,KotaBelud,West Coast,0,0,0,-0.414,663.0,0,False,village,99.455,validate,low_evidence
S0330,Kampung Lobong-Lobong,116.4639483,6.0677167,KotaBelud,West Coast,426,1,0,-0.23733333333333337,529.0,0,False,village,27.109,train,measured
S0331,Kampung Kaung Ulu,116.4597571,6.078188,KotaBelud,West Coast,421,1,0,-0.23733333333333337,425.0,0,False,village,29.024,train,measured
S0332,Kampung Kaung,116.4578722,6.0753764,KotaBelud,West Coast,442,1,0,-0.23733333333333337,381.0,0,False,village,29.024,train,measured
S0333,Kampung Tambatuon,116.4532593,6.1239943,KotaBelud,West Coast,950,2,0,-0.1925,230.0,2,False,village,91.158,train,measured
S0334,Kampung Lingkubang,116.445671,6.1466984,KotaBelud,West Coast,622,2,0,0.053666666666666675,203.0,2,False,village,91.158,train,measured
S0335,Kampung Kebayau,116.4610807,6.1579797,KotaBelud,West Coast,198,2,0,0.02666666666666669,440.0,2,False,village,48.8865,train,measured
S0336,Kampung Melangkap Tomis,116.4840244,6.1460017,KotaBelud,West Coast,19,1,0,-0.2745,467.0,0,False,village,28.835,train,measured
S0337,Kampung Purak Ogis,116.4459051,6.163235,KotaBelud,West Coast,462,2,0,-0.002,169.0,35,True,village,62.557,train,measured
S0338,Kampung Narinang,116.4455836,6.1852478,KotaBelud,West Coast,866,2,0,-0.333,139.0,117,True,village,46.817,train,measured
S0339,Kampung Taginambur Jaya,116.4525488,6.2473825,KotaBelud,West Coast,2809,4,3,0.0025,71.0,79,True,village,31.098,train,measured
S0340,Kampung Bukit Bendera,116.451671,6.2495427,KotaBelud,West Coast,2856,4,3,0.0025,92.0,73,True,village,30.251,train,measured
S0341,Kampung Mengkulat,116.4754237,6.2491271,KotaBelud,West Coast,797,4,0,-0.2285,122.0,0,False,village,15.943,train,measured
S0342,Kampung Pinolobu,116.4921853,6.2586505,KotaBelud,West Coast,203,2,0,-0.38,262.0,0,False,village,14.021,validate,low_evidence
S0343,Kampung Ratau,116.4596676,6.2556724,KotaBelud,West Coast,2444,3,0,-0.09933333333333333,64.0,108,True,village,22.9225,train,measured
S0344,Kampung Tamu Darat,116.4537819,6.2647561,KotaBelud,West Coast,2988,2,0,-0.12725,80.0,54,True,village,24.276,train,measured
S0345,Kampung Bokilong,116.4473655,6.2888642,KotaBelud,West Coast,2524,3,0,-0.09333333333333334,50.0,76,True,village,30.015,train,measured
S0346,Kampung Tuguson,116.4347245,6.2399444,KotaBelud,West Coast,1155,4,3,0.092,107.0,0,False,village,47.124,train,measured
S0348,Kampung Kaung Melawan,116.4612922,6.2514125,KotaBelud,West Coast,2805,4,0,0.0025,88.0,114,True,village,21.271,train,measured
S0349,Kampung Piasau,116.4384731,6.3298703,KotaBelud,West Coast,5608,10,2,0.338,22.0,69,True,village,149.308,train,measured
S0350,Kampung Tambulion,116.4703028,6.3436836,KotaBelud,West Coast,6017,2,0,-0.255,29.0,58,True,village,67.958,train,measured
S0351,Kampung Nahaba,116.5161892,6.2917772,KotaBelud,West Coast,2314,2,0,-0.005,106.0,13,True,village,43.851,train,measured
S0352,Kampung Tegudon,116.5213042,6.2893898,KotaBelud,West Coast,2136,2,0,-0.005,101.0,10,True,village,43.045,train,measured
S0353,Kampung Terintidon,116.5406989,6.2405329,KotaBelud,West Coast,215,1,0,0.077,237.0,0,False,village,24.769,validate,low_evidence
S0354,Kampung Sayap,116.5563737,6.2077042,KotaBelud,West Coast,565,1,0,-0.0445,476.0,0,False,village,35.439,train,measured
S0355,Poring,116.7087175,6.0412176,Ranau,West Coast,581,0,0,-0.233,498.0,0,False,village,73.606,train,measured
S0356,Kampung Tiong Kamburaon,116.4135535,6.2265366,Tuaran,West Coast,20,0,0,-0.30533333333333335,535.0,0,False,village,11.608,train,measured
S0357,Kampung Lasau Tintapon,116.4217135,6.2861672,KotaBelud,West Coast,337,1,0,-0.4605,65.0,0,False,village,113.3735,train,measured
S0358,Bahagia,116.4409293,5.092138,Nabawan,Interior,468,1,0,-0.3546666666666667,470.0,20,True,village,67.236,validate,low_evidence
S0359,Riah,116.4527953,5.0755521,Nabawan,Interior,230,1,1,-0.14333333333333334,462.0,9,True,village,77.7015,train,measured
S0360,Kampung Mandap,116.3868016,6.3219835,KotaBelud,West Coast,2076,2,0,-0.10533333333333332,56.0,0,False,village,44.511,train,measured
S0361,Kampung Mandap Doluoh,116.397505,6.3249904,KotaBelud,West Coast,3569,2,0,-0.15433333333333335,34.0,0,False,village,76.686,train,measured
S0362,Kampung Kinasaraban,116.4035949,6.3325058,KotaBelud,West Coast,6342,7,1,0.14466666666666667,58.0,5,True,village,104.361,train,measured
S0363,Kampung Gandukut,116.5421541,6.3061273,KotaBelud,West Coast,336,1,0,-0.197,133.0,0,False,village,45.933,train,measured
S0364,Kampung Nanamun,116.4939753,6.4821376,KotaBelud,West Coast,541,1,0,-0.088,15.0,45,True,village,103.057,validate,low_evidence
S0365,Kampung Kayu Putih,116.4878031,6.4635833,KotaBelud,West Coast,1176,1,0,0.2425,9.0,0,False,village,49.1735,validate,low_evidence
S0366,Kampung Pomotodon,116.4428194,6.2218072,KotaBelud,West Coast,2449,4,3,0.14,141.0,8,True,village,53.85,train,measured
S0367,Kampung Kayangat,116.3768638,6.252582,Tuaran,West Coast,338,1,0,-0.225,232.0,0,False,village,27.3935,train,measured
S0368,Kampung Tomboilik,116.3851612,6.2499739,Tuaran,West Coast,296,1,0,-0.3136666666666667,380.0,0,False,village,21.959,validate,low_evidence
S0369,Kampung Monggis,116.3836377,6.242519,Tuaran,West Coast,277,1,0,-0.225,305.0,0,False,village,21.428,validate,low_evidence
S0370,Kampung Rani,116.3584221,6.2567051,Tuaran,West Coast,3428,6,0,-0.08566666666666667,18.0,10,True,village,66.028,train,measured
S0371,Tenghilan,116.3360379,6.2576835,Tuaran,West Coast,5629,5,0,0.13733333333333334,11.0,9,True,town,168.589,train,measured
S0372,Pekan Taginambur,116.4499,6.2275471,KotaBelud,West Coast,2788,4,3,0.17375,94.0,66,True,town,47.124,train,measured
S0373,Kampung Molisou,116.3327042,6.2626966,Tuaran,West Coast,4992,5,0,-0.2886666666666667,10.0,7,True,village,155.135,train,measured
S0374,Kampung Kolapis,117.6190252,5.8967747,Beluran,Sandakan,618,1,0,-0.1735,4.0,86,True,village,54.947,validate,low_evidence
S0375,Toruntungan,116.7735199,6.1940804,Ranau,West Coast,1097,0,0,-0.168,274.0,0,False,village,73.6995,validate,low_evidence
S0377,Kampung Melangkap,116.7860054,6.2846871,KotaMarudu,Kudat,332,1,0,-0.2245,178.0,0,False,village,39.9055,train,measured
S0378,Kampung Kias,116.6694093,6.3167607,KotaMarudu,Kudat,30,0,0,-0.8275,561.0,0,False,village,150.576,train,measured
S0379,Kampung Pongoputan Baru,116.7327757,6.3363692,KotaMarudu,Kudat,1297,1,0,-0.3136666666666667,158.0,0,False,village,19.13,train,measured
S0380,Kampung Tangkol,116.740202,6.3424779,KotaMarudu,Kudat,1651,1,0,-0.35225,129.0,1,False,village,16.451,train,measured
S0383,Kampung Mimpas,116.7597414,6.3795511,KotaMarudu,Kudat,946,1,0,-0.169,118.0,3,False,village,24.482,train,measured
S0384,Kampung Timbang Batu 2,116.8076006,6.4390311,KotaMarudu,Kudat,1113,0,0,-0.194,186.0,0,False,village,11.707,train,measured
S0386,Kampung Kadayan,117.2187561,6.6178113,Pitas,Kudat,222,0,0,-0.056,12.0,0,False,village,8.025,train,measured
S0387,Kampung Pinangkau,117.2968925,6.5245184,Beluran,Sandakan,47,1,0,-0.408,16.0,1,False,village,111.479,train,measured
S0388,Kampung Tanjung Nipis,117.4287888,6.433885,Beluran,Sandakan,496,1,0,-0.3515,8.0,209,True,village,116.994,validate,low_evidence
S0389,Kampung Kobambangan,117.3832823,6.3928187,Beluran,Sandakan,501,1,0,-0.17633333333333334,10.0,133,True,village,57.511,train,measured
S0390,Kampung Kabuluh,117.385528,6.3981983,Beluran,Sandakan,648,1,0,-0.17633333333333334,13.0,118,True,village,52.115,train,measured
S0391,Kampung Tiampus,117.3687466,6.3121771,Beluran,Sandakan,96,0,0,-0.5913333333333334,38.0,0,False,village,190.5575,validate,low_evidence
S0392,Kampung Binsulung,117.3159962,6.2799021,Beluran,Sandakan,0,1,0,-0.3443333333333333,22.0,3,False,village,79.59,validate,low_evidence
S0393,Kampung Rosok,116.5293282,6.4023072,KotaBelud,West Coast,1160,2,0,-0.2795,15.0,0,False,village,19.597,train,measured
S0394,Kampung Kawang-Kawang,116.5127843,6.4442068,KotaBelud,West Coast,981,1,0,-0.07666666666666667,9.0,5,True,village,31.022,validate,low_evidence
S0395,Kampung Bugaron,116.5214103,6.4237159,KotaBelud,West Coast,1367,0,0,-0.337,6.0,24,True,village,11.513,train,measured
S0396,Kampung Gentuong,116.5106171,6.4268077,KotaBelud,West Coast,1436,1,0,-0.1965,11.0,24,True,village,8.4635,train,measured
S0397,Kampung Sukang Sugut,117.2912211,6.2553756,Beluran,Sandakan,495,0,0,-0.2525,23.0,0,False,village,118.04,train,measured
S0399,Kampung Lingkabau,117.1970902,6.1661628,Beluran,Sandakan,126,1,0,-0.3665,44.0,84,True,village,33.094,train,measured
S0400,Kampung Timbulus Sugut,117.2293145,6.1709476,Beluran,Sandakan,102,0,0,-0.212,50.0,140,True,village,67.247,train,measured
S0401,Kampung Salan,117.2246773,6.1630737,Beluran,Sandakan,184,1,0,-0.3506666666666667,89.0,87,True,village,63.5965,train,measured
S0402,Kampung Basai Baru,117.3250145,6.0533295,Beluran,Sandakan,169,1,0,-0.5215,13.0,39,True,village,21.992,train,measured
S0403,Kampung Tudan,116.4626154,6.2493073,KotaBelud,West Coast,2663,4,3,0.05133333333333332,77.0,107,True,village,26.003,train,measured
S0404,Kampung Pompod Kelawat,116.3515484,6.3239734,KotaBelud,West Coast,1550,0,0,-0.08633333333333333,18.0,314,True,village,50.602,train,measured
S0405,Kampung Pituru Laut,116.3291819,6.3380572,KotaBelud,West Coast,621,0,0,-0.026,6.0,40,True,village,22.222,validate,low_evidence
S0406,Kampung Pituru Darat,116.3431186,6.3394007,KotaBelud,West Coast,679,0,0,-0.1775,9.0,82,True,village,28.427,train,measured
S0407,Kampung Ambong,116.3280651,6.3064939,KotaBelud,West Coast,900,0,0,-0.189,9.0,86,True,village,24.594,train,measured
S0410,Kampung Tolus,116.328518,6.3000554,KotaBelud,West Coast,699,0,0,-0.2065,3.0,43,True,village,18.241,train,measured
S0411,Kampung Sungai Rungus,117.3436035,6.0597478,Beluran,Sandakan,309,1,0,0.019666666666666676,11.0,42,True,village,17.6095,train,measured
S0412,Kampung Botition,117.342902,6.0519836,Beluran,Sandakan,351,1,0,0.205,16.0,71,True,village,14.231,train,measured
S0413,Kampung Bundu Paka,116.4522523,6.1388087,KotaBelud,West Coast,1019,2,0,-0.081,196.0,4,False,village,91.158,train,measured
S0414,,117.8093302,5.2000209,LahadDatu,Tawau,713,0,0,-0.037,135.0,5,True,hamlet,37.408,train,measured
S0416,Kampung Simpangan Lama,116.4514073,6.0490023,Tuaran,West Coast,385,1,1,-0.164,810.0,0,False,village,18.2495,train,measured
S0417,Kampung Taginambur Kiulu,116.4434492,6.0279292,Tuaran,West Coast,682,0,1,-0.146,725.0,0,False,village,26.5635,train,measured
S0418,Kampung Bongol,116.422528,6.1050483,Tuaran,West Coast,84,0,0,0.315,655.0,0,False,village,12.6155,train,measured
S0419,Kampung Kiau Taburi,116.4855496,6.0325619,KotaBelud,West Coast,864,0,0,0.1695,939.0,0,False,village,56.444,train,measured
S0420,Kampung Tomis Jaya,116.4791545,6.0132916,KotaBelud,West Coast,518,0,0,0.28733333333333333,1044.0,0,False,village,56.399,train,measured
S0421,Kampung Tiong Gondohon,116.4919792,5.9862679,Tuaran,West Coast,166,1,0,0.155,993.0,0,False,village,23.039,train,measured
S0422,Kampung Tiong Simpodon,116.4897362,5.9793058,Tuaran,West Coast,265,1,0,0.155,844.0,0,False,village,23.381,validate,low_evidence
S0423,Kampung Tiong Temburung,116.4782993,5.9684582,Tuaran,West Coast,294,1,0,-0.18933333333333335,890.0,0,False,village,24.562,validate,low_evidence
S0424,Kampung Sinulihan,116.4541415,5.9777981,Tuaran,West Coast,119,0,0,-0.392,857.0,0,False,village,20.8025,validate,low_evidence
S0428,Kampung Bukid Rantai,116.4862425,6.2720373,KotaBelud,West Coast,110,2,0,-0.576,80.0,0,False,village,13.73,validate,low_evidence
S0429,Bandar Sahabat,119.072572,5.0761557,LahadDatu,Tawau,11444,1,0,0.4965,16.0,25,True,town,56.233,train,measured
S0430,Karamatoi Laut,116.2128929,5.0746583,Keningau,Interior,83,0,0,-0.6216666666666667,353.0,0,False,village,39.409,train,measured
S0432,,115.8777495,4.8645291,Tenom,Interior,638,0,0,-0.107,233.0,63,True,village,9.638,train,measured
S0433,Kalibatang Baru,115.8897693,4.8621763,Tenom,Interior,1220,0,0,0.04,221.0,10,True,village,9.89,train,measured
S0434,,115.8564889,4.6532652,Tenom,Interior,0,0,0,-0.3495,489.0,0,False,hamlet,83.873,train,measured
S0443,,116.0084657,4.8282742,Tenom,Interior,0,0,0,-0.5515,648.0,0,False,hamlet,5.455,validate,low_evidence
S0444,Long Pasia,115.7306191,4.4057457,Sipitang,Interior,296,0,0,-0.25733333333333336,1007.0,2,False,village,40.307,validate,low_evidence
S0445,Sigatal Lama,116.4068733,4.4996579,Nabawan,Interior,0,1,1,-0.044,141.0,36,True,village,7.898,validate,low_evidence
S0449,Bandar Cendrawasih,119.0040353,5.1534359,LahadDatu,Tawau,2202,0,0,-0.0007499999999999729,20.0,0,False,town,59.732,train,measured
S0450,Bandar Kembara Sakti,119.0576001,5.3267574,Kinabatangan,Sandakan,4204,0,0,-0.3735,15.0,0,False,village,33.338,train,measured
S0453,Kampung Taka,117.0366875,6.7223006,Pitas,Kudat,14100,1,1,0.19,10.0,1,False,hamlet,25.0065,train,measured
S0455,Kampung Tolutu,117.1108963,6.6620093,Pitas,Kudat,0,0,0,-0.32575,20.0,0,False,hamlet,12.827,train,measured
S0456,Kampung Sulakalung,117.2073658,6.6648177,Pitas,Kudat,549,0,0,-0.3246666666666667,10.0,0,False,hamlet,33.483,train,measured
S0459,Lumiri Tengah,116.1882313,4.8704023,Nabawan,Interior,77,1,0,-0.221,541.0,0,False,village,4.594,validate,low_evidence
S0460,Kampung Likowon,116.1737353,4.9472712,Keningau,Interior,28,0,0,,400.0,0,False,hamlet,4.951,validate,low_evidence
S0462,,116.9434523,5.5578962,Tongod,Sandakan,226,0,0,-0.5325,158.0,0,False,village,295.836,validate,low_evidence
S0463,,116.9321331,5.5532167,Tongod,Sandakan,226,0,0,-0.5325,175.0,0,False,village,295.836,validate,low_evidence
S0464,Entilibon,117.0466103,5.536651,Tongod,Sandakan,1569,0,0,-0.10566666666666667,87.0,3,False,town,63.145,train,measured
S0465,,117.4017668,5.7577913,Beluran,Sandakan,571,0,0,-0.277,11.0,65,True,village,68.771,train,measured
S0466,,117.4367943,5.8344594,Beluran,Sandakan,784,0,0,-0.6076666666666667,2.0,74,True,hamlet,28.704,train,measured
S0470,Tamparuli,116.2689572,6.1358087,Tuaran,West Coast,6403,4,1,0.7525,19.0,69,True,town,169.1005,train,measured
S0471,Kampung Sungai Obar,118.0747863,5.9001938,Sandakan,Sandakan,23210,6,1,0.8563333333333333,1.0,23,True,village,110.5845,train,measured
S0472,Kampung Sunsuron,116.3775895,5.7427156,Tambunan,Interior,3265,2,0,0.0055,771.0,0,False,village,38.432,train,measured
S0474,Kuala Sibangali,116.2618059,4.5115641,Nabawan,Interior,0,1,0,-0.585,177.0,10,True,village,36.896,validate,low_evidence
S0475,Simohong,116.2509063,4.5244609,Nabawan,Interior,0,1,0,-0.379,194.0,22,True,village,36.896,validate,low_evidence
S0476,Dubolon,116.2585347,4.5031205,Nabawan,Interior,0,1,0,-0.585,177.0,4,False,village,36.896,validate,low_evidence
S0477,Sakali,116.318066,4.5443369,Nabawan,Interior,0,1,1,,167.0,104,True,village,43.784,validate,low_evidence
S0487,Mambu,116.3247487,4.5395013,Nabawan,Interior,0,1,1,,165.0,75,True,village,43.784,validate,low_evidence
S0488,Salinatan,116.274039,4.5737515,Nabawan,Interior,0,1,0,-0.013,185.0,5,True,village,48.119,validate,low_evidence
S0490,Karampalon,116.2491903,4.5257517,Nabawan,Interior,0,1,0,-0.379,185.0,12,True,village,36.896,validate,low_evidence
S0492,Sigatal Baru,116.4080811,4.4972934,Nabawan,Interior,0,1,1,-0.044,137.0,38,True,village,7.898,validate,low_evidence
S0493,Babayasing,116.2767396,4.5114004,Nabawan,Interior,0,1,0,-0.585,177.0,21,True,village,36.896,validate,low_evidence
S0495,Pilanas,116.3201796,4.5431997,Nabawan,Interior,0,1,1,,168.0,105,True,village,43.784,validate,low_evidence
S0496,Loporon,116.2837855,4.5093988,Nabawan,Interior,0,1,0,-0.585,170.0,30,True,village,36.896,validate,low_evidence
S0497,Buntung,116.414451,4.4978305,Nabawan,Interior,0,1,1,-0.044,144.0,69,True,village,7.898,validate,low_evidence
S0499,Pulutan,116.4768348,5.1009999,Nabawan,Interior,342,0,0,-0.2595,463.0,0,False,village,49.669,validate,low_evidence
S0500,Kampung Malampoi,116.4624744,4.9834634,Nabawan,Interior,4400,0,0,0.1615,447.0,1,False,hamlet,46.532,train,measured
S0501,Kalas,116.4392451,5.062023,Nabawan,Interior,3638,2,1,-0.15133333333333332,465.0,0,False,village,69.844,train,measured
S0503,Loboh,116.4468573,5.0583799,Nabawan,Interior,3360,2,1,-0.285,463.0,0,False,village,60.082,train,measured
S0504,Anambai Baru,116.4150992,5.0316751,Nabawan,Interior,6064,2,0,-0.0215,463.0,4,False,village,70.6685,train,measured
S0505,Mangkulasing,116.4082824,5.066398,Nabawan,Interior,85,0,0,-0.789,471.0,4,False,village,176.381,validate,low_evidence
S0506,Loboh Baru,116.4027383,5.0421848,Nabawan,Interior,1086,0,0,-0.309,465.0,0,False,village,119.854,train,measured
S0507,Enam,116.3998576,5.0456436,Nabawan,Interior,234,0,0,-0.726,468.0,0,False,village,121.086,train,measured
S0508,Sarikan A,116.4544907,5.0364277,Nabawan,Interior,4185,2,1,0.33,458.0,6,True,village,57.6905,train,measured
S0509,Kampung Saupi,116.4678111,4.9883122,Nabawan,Interior,3427,0,0,-0.04066666666666666,454.0,0,False,hamlet,42.5725,validate,low_evidence
S0510,Kampung Koyoon,116.4992281,4.705042,Nabawan,Interior,404,0,0,-0.329,291.0,12,True,hamlet,15.2085,validate,low_evidence
S0511,Sarikan B,116.4562941,5.0315794,Nabawan,Interior,2033,2,1,0.14733333333333332,460.0,7,True,village,31.396,train,measured
S0512,Kabangawong,116.4597964,5.0185581,Nabawan,Interior,906,0,0,-0.078,453.0,1,False,village,93.211,validate,low_evidence
S0513,Tetagas,116.4677671,4.9952745,Nabawan,Interior,2697,0,0,-0.08966666666666667,454.0,0,False,village,42.5725,validate,low_evidence
S0515,Kampung Takul,116.4589427,4.96891,Nabawan,Interior,3386,0,0,-0.233,446.0,5,True,hamlet,35.737,train,measured
S0516,Nakuyung,116.4159212,5.0280363,Nabawan,Interior,5005,2,0,-0.0215,464.0,4,False,village,68.262,train,measured
S0533,Sinsingon,116.47698,4.7154608,Nabawan,Interior,835,0,0,-0.024,391.0,0,False,village,20.0265,validate,low_evidence
S0539,Kantin Tibow,116.7751948,4.6247278,Nabawan,Interior,0,0,0,-0.212,410.0,2,False,village,111.439,validate,low_evidence
S0540,Kampung Tataluan,116.6119324,4.655439,Nabawan,Interior,134,1,0,0.0935,298.0,7,True,hamlet,61.2115,validate,low_evidence
S0544,Kuala Sumatalun,116.4359632,4.4794641,Nabawan,Interior,0,1,1,-0.3046666666666667,135.0,69,True,village,7.898,validate,low_evidence
S0546,Mangkam,116.4269281,4.4853151,Nabawan,Interior,0,1,1,-0.3046666666666667,141.0,79,True,village,7.898,validate,low_evidence
S0547,Kampung Sumakiuakiu,116.4231275,4.4892674,Nabawan,Interior,0,1,1,-0.1195,145.0,84,True,hamlet,7.898,validate,low_evidence
S0550,Kampung Sasandukon,116.4986324,4.4792804,Nabawan,Interior,0,1,0,-0.711,169.0,1,False,hamlet,69.322,train,measured
S0551,Silungai,116.4289534,4.4802108,Nabawan,Interior,0,1,1,-0.3046666666666667,141.0,99,True,village,7.898,validate,low_evidence
S0552,Simpang Pagalungan,116.4776807,4.4966222,Nabawan,Interior,0,0,0,-0.896,172.0,0,False,village,76.8765,validate,low_evidence
S0553,Padang,116.4598441,4.7138076,Nabawan,Interior,807,0,0,0.072,277.0,141,True,village,27.604,validate,low_evidence
S0554,Sabuluh,116.4538711,4.6034614,Nabawan,Interior,284,1,0,,164.0,92,True,village,0.359,validate,low_evidence
S0555,Pulungan A,116.4472719,4.7247292,Nabawan,Interior,546,0,0,,312.0,45,True,village,111.066,validate,low_evidence
S0556,Panawan,116.4669454,4.7125431,Nabawan,Interior,1006,0,0,0.044,282.0,91,True,village,24.5675,validate,low_evidence
S0558,Kampung Sumolombom,116.4305049,4.516878,Nabawan,Interior,0,1,1,,144.0,65,True,hamlet,18.6675,validate,low_evidence
S0559,Lotong,116.4513129,4.7157558,Nabawan,Interior,715,0,0,0.072,276.0,154,True,village,111.066,validate,low_evidence
S0560,Kampung Tikandis,116.4525067,4.5860558,Nabawan,Interior,113,1,0,-0.903,154.0,76,True,hamlet,0.359,validate,low_evidence
S0561,Pulungan B,116.4512771,4.7319888,Nabawan,Interior,210,0,0,,293.0,47,True,village,111.066,validate,low_evidence
S0562,Balaron Kecil,116.4331616,4.7213504,Nabawan,Interior,129,0,0,,297.0,0,False,village,111.298,validate,low_evidence
S0563,Kampung Romol Saliku Sepulut,116.4777631,4.6744271,Nabawan,Interior,79,0,0,-0.577,303.0,82,True,hamlet,34.45,validate,low_evidence
S0564,Kampung Sinikaluan,116.4468932,4.5665416,Nabawan,Interior,34,1,0,-0.903,149.0,85,True,hamlet,0.359,validate,low_evidence
S0565,Kuala Sabinait,116.4303639,4.5287441,Nabawan,Interior,0,0,0,,160.0,73,True,village,29.437,validate,low_evidence
S0566,Ligs,116.4449967,4.600797,Nabawan,Interior,181,1,0,,308.0,33,True,village,0.359,validate,low_evidence
S0567,Kampung Balantos,116.4555304,4.5857371,Nabawan,Interior,113,1,0,-0.903,159.0,69,True,hamlet,0.359,validate,low_evidence
S0569,Kampung Sejahtera Pangkalan Salung,116.4552115,4.5798155,Nabawan,Interior,109,1,0,-0.903,145.0,65,True,hamlet,0.359,validate,low_evidence
S0571,Kampung Kuala Salung,116.4574199,4.5794693,Nabawan,Interior,76,1,0,-0.903,149.0,59,True,hamlet,0.359,validate,low_evidence
S0573,Kampung Kuyoh,116.4407408,4.536212,Nabawan,Interior,0,0,0,,138.0,61,True,hamlet,29.437,validate,low_evidence
S0576,Kampung Nangkawangan,116.2429462,4.8510777,Nabawan,Interior,0,1,0,-0.508,484.0,0,False,hamlet,52.182,validate,low_evidence
S0587,Mamagon,116.1755479,4.8774018,Keningau,Interior,179,1,0,-0.221,557.0,0,False,village,4.594,validate,low_evidence
S0590,Kampung Dalit Gana,116.1193329,5.0208777,Keningau,Interior,274,1,1,-0.409,371.0,0,False,hamlet,50.076,validate,low_evidence
S0592,Kampung Dalit Laut,116.1296499,5.0245621,Keningau,Interior,189,1,1,-0.49425,381.0,0,False,hamlet,50.076,validate,low_evidence
S0595,Kalampun,116.1252112,5.0702193,Keningau,Interior,306,1,0,-0.29975,404.0,0,False,village,73.754,train,measured
