settlement_id,name,lon,lat,district,division,pop_2km,n_schools_3km,n_clinics_3km,rwi,elevation_m,seasonal_water_px,flood_prone,place,dl_mbps,split,evidence_tier_REFERENCE_ONLY
S0596,Punggol,116.1194208,5.0625149,Keningau,Interior,113,1,0,-0.31666666666666665,413.0,0,False,village,73.754,train,measured
S0597,Kuala Aging,116.2208995,5.0937645,Keningau,Interior,231,0,0,-0.5206666666666667,347.0,0,False,village,32.6435,train,measured
S0599,Tuaran Baru,116.3409302,5.0954389,Keningau,Interior,685,0,0,-0.489,370.0,0,False,village,184.723,validate,low_evidence
S0602,Malilia,116.1997654,5.0653616,Keningau,Interior,82,0,0,-0.489,353.0,0,False,village,51.8295,train,measured
S0603,Sakikilo,116.2381905,5.1778704,Keningau,Interior,534,1,0,-0.4805,415.0,0,False,village,48.551,validate,low_evidence
S0605,Kampung Kebulu,116.2315424,5.1621456,Keningau,Interior,1181,1,0,-0.17166666666666666,382.0,0,False,hamlet,47.4075,validate,low_evidence
S0607,Kobosion,116.2404752,5.1486648,Keningau,Interior,445,1,0,-0.27266666666666667,386.0,0,False,village,47.4075,validate,low_evidence
S0608,Barasanon,116.1825533,5.1868176,Keningau,Interior,769,0,0,-0.38366666666666666,353.0,16,True,village,43.795,validate,low_evidence
S0610,Mapila,116.2515992,5.1648379,Keningau,Interior,474,1,0,-0.359,394.0,1,False,village,90.635,validate,low_evidence
S0611,Mansiat,116.5605112,5.4505072,Tongod,Sandakan,671,0,1,-0.358,494.0,0,False,village,88.6465,validate,low_evidence
S0612,Tuawon,116.5730592,5.4702116,Tongod,Sandakan,254,1,1,-0.0865,542.0,0,False,village,69.559,validate,low_evidence
S0614,Nandagan,116.5207264,5.4257658,Tongod,Sandakan,1091,0,0,-0.12933333333333333,442.0,0,False,village,103.814,validate,low_evidence
S0615,Sinaron,116.5778618,5.4604329,Tongod,Sandakan,313,1,1,-0.0865,505.0,0,False,village,69.559,validate,low_evidence
S0617,Lalapakon,116.5546504,5.448024,Tongod,Sandakan,648,0,1,-0.358,481.0,0,False,village,101.525,validate,low_evidence
S0618,Mampisas,116.4863082,5.4025431,Keningau,Interior,1503,0,0,0.0815,405.0,0,False,village,22.052,validate,low_evidence
S0620,Sosolungon,116.5366919,5.4312578,Tongod,Sandakan,809,0,0,-0.4355,484.0,2,False,village,122.476,validate,low_evidence
S0623,Sinulihan Baru,116.3884042,5.292031,Keningau,Interior,1334,0,0,-0.37175,383.0,9,True,village,34.294,train,measured
S0624,Seri Aman,116.4916394,5.3388353,Keningau,Interior,267,0,0,-0.1815,374.0,1,False,village,27.957,validate,low_evidence
S0627,Batu Lunguyan,116.4395412,5.3433622,Keningau,Interior,889,1,1,-0.465,417.0,0,False,village,27.909,train,measured
S0628,Dumbun,116.4349919,5.2702003,Keningau,Interior,208,0,0,-0.4975,408.0,0,False,village,42.684,train,measured
S0629,Kindasan,116.4157143,5.3214327,Keningau,Interior,927,1,1,0.1125,402.0,0,False,village,30.9165,train,measured
S0630,Mantanid,116.4347658,5.2226438,Keningau,Interior,168,0,0,-0.23475,388.0,0,False,village,90.02,validate,low_evidence
S0631,Kiulu Baru,116.3959753,5.3030662,Keningau,Interior,1136,0,0,-0.31333333333333335,388.0,0,False,village,48.4615,train,measured
S0632,Rampayan,116.379809,5.2832779,Keningau,Interior,1477,0,0,-0.24066666666666667,387.0,0,False,village,24.4,train,measured
S0633,Lipasu,116.391897,5.1739474,Keningau,Interior,546,0,0,-0.5225,369.0,0,False,village,51.512,train,measured
S0634,Kampung Tiong,116.3810541,5.2882954,Keningau,Interior,1473,0,0,-0.316,387.0,9,True,hamlet,24.4,train,measured
S0635,Poring Simbuan,116.4309013,5.249051,Keningau,Interior,228,0,0,-0.48325,390.0,0,False,village,92.1485,train,measured
S0636,Mailu,116.3911099,5.1225003,Keningau,Interior,908,0,0,-0.0365,376.0,0,False,village,87.969,validate,low_evidence
S0637,Kabuan,116.3999474,5.1920657,Keningau,Interior,793,0,0,-0.589,386.0,0,False,village,27.371,train,measured
S0638,Kabatang Baru,116.3734017,5.2601226,Keningau,Interior,845,0,0,-0.5826666666666667,374.0,0,False,village,58.469,train,measured
S0639,Kipaliu,116.3756262,5.2593984,Keningau,Interior,758,0,0,-0.5826666666666667,372.0,0,False,village,58.469,train,measured
S0640,Rancangan Belia Tiulon,116.3997097,5.1615888,Keningau,Interior,32,0,0,-0.507,371.0,0,False,village,53.7145,train,measured
S0643,Kawakahan,116.4096448,5.1975798,Keningau,Interior,99,0,0,-0.4075,388.0,0,False,village,23.2375,train,measured
S0644,Binuou Ulu,116.405383,5.1624431,Keningau,Interior,32,0,0,-0.534,372.0,0,False,village,53.7145,train,measured
S0645,Pulutan,116.4086948,5.2649882,Keningau,Interior,292,0,0,-0.455,393.0,0,False,village,25.683,validate,low_evidence
S0646,Mototou,116.4152898,5.2071051,Keningau,Interior,101,0,0,-0.364,382.0,0,False,village,20.1305,validate,low_evidence
S0648,Sinar Harapan,116.3564896,5.1481891,Keningau,Interior,2981,0,0,-0.15,368.0,0,False,village,15.515,train,measured
S0650,Binuou Tengah,116.3648085,5.1626227,Keningau,Interior,774,0,0,-0.33525,365.0,0,False,village,21.424,validate,low_evidence
S0651,Mustika,116.3678933,5.1459778,Keningau,Interior,1956,0,0,0.019,363.0,0,False,village,39.1355,train,measured
S0652,Meserui,116.3846677,5.173388,Keningau,Interior,481,0,0,-0.5173333333333333,369.0,0,False,village,53.7145,train,measured
S0653,Binuou Laut,116.3188922,5.1415185,Keningau,Interior,3825,0,1,-0.014666666666666661,357.0,0,False,village,41.3125,train,measured
S0654,Karanaan Baru,116.3337432,5.1518875,Keningau,Interior,1824,0,1,0.14,356.0,0,False,village,29.552,train,measured
S0655,Ambual,116.2302142,5.3736023,Keningau,Interior,3001,0,0,-0.08425,298.0,0,False,village,27.2885,train,measured
S0656,Panagatan Laut,116.1995303,5.3409493,Keningau,Interior,1779,0,0,0.27266666666666667,285.0,145,True,village,45.831,train,measured
S0657,Bomboi,116.1897857,5.3356719,Keningau,Interior,3322,3,0,0.2125,286.0,111,True,village,56.432,train,measured
S0658,Panagatan Ulu,116.2097255,5.3467074,Keningau,Interior,869,0,0,-0.074,282.0,0,False,village,32.918,train,measured
S0659,Marapok,116.2340885,5.3797614,Keningau,Interior,2346,0,0,-0.08425,294.0,1,False,village,24.448,train,measured
S0660,Kasugui,116.2129939,5.3629756,Keningau,Interior,1956,0,0,0.02,284.0,189,True,village,23.947,train,measured
S0661,Magatang,116.219394,5.3621802,Keningau,Interior,1638,0,0,-0.094,284.0,0,False,village,32.841,train,measured
S0662,Pantai Baru,116.2269125,5.3844904,Keningau,Interior,3714,0,0,-0.05266666666666667,294.0,142,True,village,25.993,train,measured
S0663,Panui,116.240027,5.3891572,Keningau,Interior,1625,0,0,0.2663333333333333,302.0,1,False,village,24.7315,train,measured
S0664,Pekan Baru,116.2578834,5.4542071,Keningau,Interior,7863,0,0,0.465,349.0,4,False,village,35.0155,train,measured
S0665,Linsudan,116.2561088,5.4183322,Keningau,Interior,1694,0,0,0.23375,320.0,132,True,village,30.8255,train,measured
S0666,Pangas Ulu,116.3020496,5.4751335,Keningau,Interior,379,0,0,-0.362,410.0,0,False,village,149.444,train,measured
S0667,Mararagang,116.2752866,5.4797716,Keningau,Interior,3890,0,0,-0.030333333333333323,413.0,0,False,village,54.708,train,measured
S0668,Sungoi,116.2702798,5.4489856,Keningau,Interior,6967,0,0,0.016,318.0,42,True,village,27.689,train,measured
S0669,Mailo,116.2381822,5.3997077,Keningau,Interior,2305,2,0,0.25425,301.0,99,True,village,22.163,train,measured
S0670,Takad,116.2654893,5.4728503,Keningau,Interior,5331,0,0,0.15933333333333333,361.0,1,False,village,47.861,train,measured
S0671,Luanti Baru,116.2475115,5.4044747,Keningau,Interior,1611,1,0,0.161,312.0,45,True,village,19.108,train,measured
S0672,Sodomon,116.235405,5.3968478,Keningau,Interior,3118,1,0,0.25425,299.0,136,True,village,28.387,train,measured
S0673,Marasak,116.2424715,5.3940265,Keningau,Interior,1420,0,0,0.2663333333333333,309.0,0,False,village,28.7665,train,measured
S0674,Kampung Kapayan Baru,116.2688726,5.4455835,Keningau,Interior,6394,0,0,0.36,325.0,57,True,hamlet,28.288,train,measured
S0675,Samangkok,116.2659994,5.4585487,Keningau,Interior,8584,0,0,0.48466666666666663,334.0,8,True,village,40.632,train,measured
S0676,Kapayan Lama,116.267259,5.4464732,Keningau,Interior,6673,0,0,0.3486666666666667,321.0,55,True,village,28.288,train,measured
S0677,Nuntunan,116.2690947,5.4816186,Keningau,Interior,4117,0,0,0.0235,356.0,1,False,village,52.869,train,measured
S0678,Gasabon,116.2733047,5.4582441,Keningau,Interior,8261,0,0,0.152,330.0,60,True,village,38.7115,train,measured
S0679,Liau Laut,116.2334792,5.4190511,Keningau,Interior,2532,2,0,0.4005,320.0,55,True,village,41.449,train,measured
S0680,Pangas Laut,116.2811304,5.4623131,Keningau,Interior,5271,0,0,0.0795,341.0,84,True,village,45.081,train,measured
S0681,Umpason,116.2803596,5.4719211,Keningau,Interior,3694,0,0,0.193,378.0,51,True,village,52.306,train,measured
S0682,Kilambang,116.2391342,5.426731,Keningau,Interior,2890,2,0,0.4613333333333333,341.0,0,False,village,48.699,train,measured
S0683,Ritting,116.2678351,5.4676301,Keningau,Interior,7032,0,0,0.564,351.0,20,True,village,46.385,train,measured
S0684,Ranggom,116.2639664,5.455013,Keningau,Interior,8784,0,0,0.48466666666666663,333.0,13,True,village,36.791,train,measured
S0685,Kirokot Baru,116.2568816,5.451431,Keningau,Interior,7124,0,0,0.465,346.0,1,False,village,42.4975,train,measured
S0686,Tohan Baru,116.2497626,5.4356626,Keningau,Interior,3407,2,0,0.26833333333333337,343.0,5,True,village,36.004,train,measured
S0687,Lambanga,116.2570889,5.4457484,Keningau,Interior,6390,0,0,0.35225,342.0,1,False,village,34.622,train,measured
S0688,Pagansangan,116.2278076,5.4307567,Keningau,Interior,1684,2,0,0.16333333333333333,341.0,0,False,village,37.4365,train,measured
S0689,Tagai,116.227837,5.4176834,Keningau,Interior,2948,2,0,0.413,336.0,0,False,village,41.449,train,measured
S0690,Nukakatan Baru,116.359591,5.1964629,Keningau,Interior,842,0,0,-0.3606666666666667,364.0,0,False,village,29.424,train,measured
S0693,Bonod Batu 7,116.344786,5.2181166,Keningau,Interior,682,0,0,-0.4795,375.0,0,False,village,30.2115,train,measured
S0696,Sondukut Baru,116.20469,5.233424,Keningau,Interior,464,0,0,-0.58,474.0,0,False,village,12.2715,validate,low_evidence
S0697,Delayan Baru,116.3674556,5.2419511,Keningau,Interior,916,0,0,-0.44175,380.0,0,False,village,34.2025,train,measured
S0699,Terolobou Baru,116.3504924,5.1807118,Keningau,Interior,504,0,0,-0.32066666666666666,362.0,0,False,village,29.424,train,measured
S0700,Kionsom Baru,116.3720737,5.2314063,Keningau,Interior,997,0,0,-0.4566666666666667,374.0,0,False,village,14.203,validate,low_evidence
S0701,Johan Jaya,116.3527253,5.1863236,Keningau,Interior,540,0,0,-0.32066666666666666,362.0,0,False,village,30.2115,train,measured
S0702,Delayan Lama,116.358671,5.2312481,Keningau,Interior,1237,0,0,-0.26333333333333336,371.0,0,False,village,39.563,validate,low_evidence
S0703,Tanggulon Jaya,116.3539969,5.2413062,Keningau,Interior,739,0,0,-0.623,391.0,0,False,village,34.2025,validate,low_evidence
S0704,Papar Baru,116.3375423,5.1940724,Keningau,Interior,279,0,0,-0.27033333333333337,363.0,0,False,village,31.402,train,measured
S0705,Bunang Laut,116.3223902,5.1890418,Keningau,Interior,0,0,0,0.006,370.0,0,False,village,54.7805,train,measured
S0706,Suan,116.163248,5.254836,Keningau,Interior,5100,0,0,0.1875,282.0,0,False,village,39.42,train,measured
S0707,Kukub,116.0350168,5.3012077,Keningau,Interior,1020,0,0,-0.22066666666666668,328.0,0,False,village,81.2385,validate,low_evidence
S0708,Libodon Baru,116.1393509,5.2780362,Keningau,Interior,1231,0,0,0.315,402.0,0,False,village,17.681,validate,low_evidence
S0709,Biah Batu 4,116.1619546,5.2829698,Keningau,Interior,6263,1,0,0.5086666666666667,299.0,0,False,village,153.6685,train,measured
S0710,Singgah Mata,116.1251851,5.2703372,Keningau,Interior,1035,0,0,-0.27325,266.0,2,False,village,28.538,train,measured
S0712,Sigapon,116.0586064,5.2658182,Keningau,Interior,55,0,0,-0.2955,571.0,0,False,village,22.494,validate,low_evidence
S0713,Biah Tengah,116.1624208,5.2798188,Keningau,Interior,7008,1,0,0.5086666666666667,279.0,0,False,village,153.6685,train,measured
S0714,Damai,116.0623524,5.3047058,Keningau,Interior,523,0,0,-0.207,554.0,0,False,village,45.6285,validate,low_evidence
S0715,Biah Skim,116.1968127,5.2806717,Keningau,Interior,871,0,0,-0.126,303.0,0,False,village,18.881,validate,low_evidence
S0716,Meninpir Lama,116.0891985,5.3158088,Keningau,Interior,951,0,0,-0.06,472.0,4,False,village,44.921,train,measured
S0717,Baitah,116.1951081,5.2992524,Keningau,Interior,279,0,0,-0.2275,334.0,0,False,village,61.772,train,measured
S0719,Titimbangon,116.06291,5.3363217,Keningau,Interior,234,0,0,-0.402,862.0,0,False,village,29.058,validate,low_evidence
S0720,Ansip Tengah,116.1215895,5.2787276,Keningau,Interior,1192,0,0,0.05433333333333334,248.0,27,True,village,32.024,train,measured
S0721,Pagalungan,116.1196595,5.2778914,Keningau,Interior,1199,0,0,0.05433333333333334,246.0,20,True,village,30.281,train,measured
S0723,Ansip Laut,116.131931,5.2759528,Keningau,Interior,1056,0,0,-0.088,334.0,2,False,village,26.191,train,measured
S0724,Kitong,116.0926618,5.3403046,Keningau,Interior,853,0,0,0.194,467.0,18,True,village,19.798,train,measured
S0725,Mempulut Kolobot,116.1311946,5.2523622,Keningau,Interior,760,1,0,-0.49,299.0,0,False,village,34.649,validate,low_evidence
S0726,Rimbayan,116.1040048,5.265156,Keningau,Interior,298,0,0,-0.49475,279.0,4,False,village,21.231,train,measured
S0732,Mempulut,116.1385903,5.2485711,Keningau,Interior,1342,1,0,-0.09733333333333334,265.0,2,False,village,31.352,validate,low_evidence
S0733,Mongitom Baru,116.2000632,5.472185,Keningau,Interior,690,0,0,-0.502,478.0,0,False,village,38.7045,train,measured
S0734,Belinin,116.0760473,5.1067837,Keningau,Interior,210,0,0,-0.42,466.0,0,False,village,36.65,train,measured
S0735,Tonobon Baru,116.2149548,5.4612709,Keningau,Interior,903,0,0,-0.32,421.0,0,False,village,45.4655,train,measured
S0736,Seri Lalang,116.1592878,5.2815115,Keningau,Interior,6388,1,0,0.5086666666666667,288.0,0,False,village,71.753,train,measured
S0740,Kuala Punteh,116.1437518,5.2381576,Keningau,Interior,1036,1,0,-0.3056666666666667,266.0,1,False,village,37.946,validate,low_evidence
S0742,Lubong,116.0663811,5.3252927,Keningau,Interior,345,0,0,-0.37433333333333335,598.0,2,False,village,37.502,train,measured
S0743,Mantatap,116.0939588,5.3048064,Keningau,Interior,418,0,0,-0.03233333333333334,430.0,0,False,village,62.961,train,measured
S0744,Suan Ulu,116.1765327,5.2605311,Keningau,Interior,2397,0,0,0.17733333333333334,342.0,0,False,village,44.753,train,measured
S0746,Keritan Laut,116.0470604,5.3050012,Keningau,Interior,726,0,0,-0.25733333333333336,347.0,0,False,village,72.596,validate,low_evidence
S0747,Membulu,116.1357927,5.2383302,Keningau,Interior,822,1,0,-0.3205,267.0,0,False,village,53.443,validate,low_evidence
S0748,Inandung,116.0714289,5.06463,Keningau,Interior,167,0,0,-0.393,450.0,0,False,village,65.8625,validate,low_evidence
S0750,Kampung Malidang,116.2115667,5.4792463,Keningau,Interior,805,0,0,-0.405,510.0,0,False,hamlet,38.994,train,measured
S0751,Meninpir,116.0864757,5.3175429,Keningau,Interior,952,0,0,-0.06,472.0,4,False,village,44.921,train,measured
S0752,Alab,116.0349977,5.2886435,Keningau,Interior,955,0,0,0.0045,298.0,0,False,village,26.201,validate,low_evidence
S0753,Kodop Baru,116.2108043,5.4643992,Keningau,Interior,936,0,0,-0.32,439.0,0,False,village,38.994,train,measured
S0754,Bunga Raya,116.2123797,5.4632208,Keningau,Interior,990,0,0,-0.32,437.0,0,False,village,41.4735,train,measured
S0755,Naaba,116.2091656,5.4692707,Keningau,Interior,912,0,0,-0.4083333333333334,445.0,0,False,village,41.4735,train,measured
S0756,Kumawanan,116.2061383,5.4159956,Keningau,Interior,5408,2,0,-0.061,329.0,0,False,village,53.7375,train,measured
S0757,Bandukan Lama,116.1633328,5.4407769,Keningau,Interior,3122,0,0,-0.1145,375.0,0,False,village,75.095,train,measured
S0758,Kampung Baru,116.1878393,5.4385565,Keningau,Interior,1409,0,0,-0.418,383.0,0,False,hamlet,159.456,train,measured
S0759,Liawan Ulu,116.1341623,5.3937999,Keningau,Interior,1026,0,0,-0.18533333333333332,443.0,0,False,village,76.507,train,measured
S0760,Bunsit,116.1695534,5.4347935,Keningau,Interior,3482,0,0,-0.1145,381.0,0,False,village,125.1595,train,measured
S0761,Kampung Masak,116.1403108,5.3462317,Keningau,Interior,17188,11,0,0.6736666666666666,314.0,0,False,hamlet,151.877,train,measured
S0762,Kampung Patikang Laut,116.138969,5.337168,Keningau,Interior,19596,10,0,0.6853333333333333,315.0,0,False,hamlet,172.043,train,measured
S0763,Sandapak,116.1855543,5.4130498,Keningau,Interior,7810,0,0,0.21966666666666668,331.0,14,True,village,100.057,train,measured
S0764,Kampung Skim Pamalan,116.1619016,5.3861206,Keningau,Interior,7047,2,1,0.5555,353.0,0,False,hamlet,79.811,train,measured
S0765,Kampung Tudan Baru,116.1797005,5.3781619,Keningau,Interior,12580,3,1,0.7535,312.0,0,False,hamlet,105.6805,train,measured
S0766,Antolob,116.1679577,5.4292397,Keningau,Interior,4013,0,0,0.161,390.0,0,False,village,129.5005,train,measured
S0767,Bariawa Ulu,116.1283877,5.3801016,Keningau,Interior,3122,0,0,-0.00725,488.0,0,False,village,39.014,train,measured
S0768,Kampung Agudon,116.1209827,5.3606088,Keningau,Interior,9219,1,0,0.19166666666666665,384.0,0,False,hamlet,122.7325,train,measured
S0769,Berungis,116.1968184,5.4328911,Keningau,Interior,1381,0,0,-0.3236666666666667,371.0,0,False,village,165.538,train,measured
S0770,Tangkungon,116.1788536,5.4283273,Keningau,Interior,3814,0,0,0.2643333333333333,348.0,0,False,village,159.1255,train,measured
S0771,Bandukan Baru,116.1767865,5.4064258,Keningau,Interior,6417,0,0,0.194,338.0,0,False,village,59.784,train,measured
S0772,Bingkor Lama,116.1990116,5.4102348,Keningau,Interior,8735,0,0,0.023333333333333317,322.0,14,True,village,60.8855,train,measured
S0773,Sasaie,116.1865803,5.3984425,Keningau,Interior,12544,0,0,0.3675,326.0,2,False,village,60.8855,train,measured
S0774,Tuntumulud,116.1779527,5.4168717,Keningau,Interior,4868,0,0,0.04733333333333332,345.0,0,False,village,82.888,train,measured
S0775,Kampung Indah,116.119851,5.3928004,Keningau,Interior,916,0,0,-0.0435,696.0,0,False,hamlet,41.51,train,measured
S0776,Minansut,116.183479,5.4231379,Keningau,Interior,4280,0,0,0.004,337.0,0,False,village,121.394,train,measured
S0777,Buang Sayang,116.1820449,5.4159915,Keningau,Interior,6139,0,0,0.268,338.0,0,False,village,92.312,train,measured
S0778,Linsosod,116.1417781,5.3908583,Keningau,Interior,1227,0,0,0.117,434.0,0,False,village,76.728,train,measured
S0779,Kampung Singga Mata,116.1828558,5.3825626,Keningau,Interior,11743,3,1,0.626,311.0,0,False,hamlet,93.398,train,measured
S0780,Kampung Patikang Ulu,116.129265,5.3436045,Keningau,Interior,12977,6,0,0.577,340.0,0,False,hamlet,99.769,train,measured
S0781,Kampung Bulu Silou,116.132852,5.3495657,Keningau,Interior,14187,4,0,0.6296666666666667,331.0,0,False,hamlet,149.075,train,measured
S0792,Mongorimot,116.5639703,5.454468,Tongod,Sandakan,728,0,1,-0.2645,486.0,0,False,village,75.768,validate,low_evidence
S0796,Batu 11,116.1946742,5.2210728,Keningau,Interior,778,0,0,-0.25975,488.0,0,False,village,14.424,validate,low_evidence
S0797,Kuala Biah,116.1462074,5.2616082,Keningau,Interior,4641,0,0,0.11175,272.0,0,False,village,38.683,train,measured
S0798,Batu 12,116.1942804,5.2096144,Keningau,Interior,589,0,0,-0.4035,480.0,0,False,village,15.619,validate,low_evidence
S0799,Naukab,116.2312844,5.5453248,Keningau,Interior,301,0,0,-0.3433333333333333,555.0,0,False,village,78.328,train,measured
S0800,Kitou,116.2746708,5.5195286,Tambunan,Interior,402,1,0,-0.2806666666666667,515.0,0,False,village,45.1505,validate,low_evidence
S0801,Tiga,116.217958,5.5641094,Keningau,Interior,344,0,0,-0.581,603.0,0,False,village,94.594,train,measured
S0803,Bagian,116.2851388,5.5282671,Tambunan,Interior,512,1,0,-0.34325,737.0,0,False,village,45.1505,validate,low_evidence
S0804,Sri Menanti,116.2542252,5.5431534,Tambunan,Interior,385,0,0,-0.4053333333333333,710.0,0,False,village,37.925,train,measured
S0805,Rompon Scheme II,116.2810617,5.5411224,Tambunan,Interior,538,0,0,-0.4395,757.0,0,False,village,31.888,validate,low_evidence
S0808,Tenderung Gayo,116.196676,5.579333,Keningau,Interior,0,0,0,,975.0,0,False,village,76.3195,validate,low_evidence
S0809,Tuad,116.2345707,5.5474574,Keningau,Interior,325,0,0,-0.4715,545.0,0,False,village,70.7465,train,measured
S0813,Purutan Ulu,116.2419076,5.5584849,Tambunan,Interior,597,0,0,-0.554,822.0,0,False,village,82.7985,train,measured
S0814,Borolungan,116.2901683,5.6053843,Tambunan,Interior,391,0,0,-0.146,520.0,0,False,village,43.978,validate,low_evidence
S0815,Tikolod Ulu,116.2778346,5.6394475,Tambunan,Interior,570,0,0,-0.405,596.0,0,False,village,123.119,validate,low_evidence
S0816,Purutan,116.3007588,5.5883975,Tambunan,Interior,638,0,0,-0.12125,688.0,0,False,village,33.832,train,measured
S0817,Lotong Ulu,116.3163541,5.6305007,Tambunan,Interior,3275,1,0,0.006666666666666654,554.0,0,False,village,42.081,train,measured
S0818,Purutan Laut,116.288603,5.5814325,Tambunan,Interior,118,0,0,-0.183,664.0,0,False,village,31.941,validate,low_evidence
S0819,Tikolod,116.2959576,5.6206223,Tambunan,Interior,694,0,0,-0.15966666666666665,544.0,0,False,village,42.081,train,measured
S0820,Kuala Monsok,116.3212195,5.5897802,Tambunan,Interior,868,0,0,-0.2365,468.0,4,False,village,33.832,train,measured
S0822,Ligs Sosopon,116.3286917,5.602903,Tambunan,Interior,1226,0,0,-0.2823333333333333,639.0,0,False,village,61.857,train,measured
S0823,Monsorulung,116.3074828,5.602858,Tambunan,Interior,810,0,0,-0.11966666666666666,482.0,0,False,village,42.081,train,measured
S0824,Monsokito,116.3491459,5.6047413,Tambunan,Interior,0,0,0,-0.6365,518.0,0,False,village,96.968,validate,low_evidence
S0825,Pupuluton,116.3264611,5.6159659,Tambunan,Interior,2082,1,0,-0.062,500.0,9,True,village,45.52,train,measured
S0826,Mangkataie,116.3045859,5.6363052,Tambunan,Interior,869,1,0,-0.261,581.0,0,False,village,30.9755,train,measured
S0828,Kiawayan,116.3263736,5.634058,Tambunan,Interior,4925,2,2,0.224,541.0,0,False,village,41.7035,train,measured
S0829,Tiong,116.5548544,5.8282254,Ranau,West Coast,53,1,0,-0.28,1143.0,0,False,village,150.656,validate,low_evidence
S0831,Tariwad,116.5365456,5.8661453,Tambunan,Interior,514,0,0,0.3445,675.0,0,False,village,50.19,train,measured
S0832,Tontolob Liwan,116.5296853,5.8668869,Tambunan,Interior,462,0,0,0.005,665.0,0,False,village,13.934,train,measured
S0833,Tuhan,116.4834597,5.855436,Tambunan,Interior,441,0,0,0.103,801.0,0,False,village,46.6065,train,measured
S0834,Garas,116.4973945,5.8713255,Tambunan,Interior,722,0,0,-0.028,809.0,0,False,village,35.9835,validate,low_evidence
S0835,Tinompok Liwan,116.508647,5.857918,Tambunan,Interior,375,0,0,-0.217,861.0,0,False,village,40.225,train,measured
S0836,Ulu Kumawanan,116.4580331,5.8566688,Tambunan,Interior,160,0,0,-0.337,898.0,0,False,village,52.162,train,measured
S0837,Pialungan,116.5478328,5.8500234,Ranau,West Coast,47,1,0,-0.005,836.0,0,False,village,87.496,train,measured
S0839,Tiang 1,116.4734878,5.7916927,Tambunan,Interior,750,0,0,-0.4485,938.0,0,False,village,90.36,validate,low_evidence
S0840,Punti Ngabai,116.4818104,5.8053237,Tambunan,Interior,649,0,0,-0.13466666666666666,964.0,1,False,village,72.873,validate,low_evidence
S0841,Kodop Baru,116.7356666,5.6978502,Ranau,West Coast,0,0,0,-0.615,632.0,0,False,village,1.206,validate,low_evidence
S0843,Kirokot,116.4918697,5.8232124,Tambunan,Interior,159,0,0,0.493,770.0,0,False,village,47.7855,train,measured
S0845,Rumuyuh,116.5007533,5.8723062,Tambunan,Interior,583,0,0,-0.01475,808.0,0,False,village,23.252,validate,low_evidence
S0846,Minonun,116.4696292,5.7986386,Tambunan,Interior,750,0,0,-0.4485,927.0,1,False,village,45.546,validate,low_evidence
S0847,Taba,116.8609613,5.6917486,Ranau,West Coast,0,0,0,-0.5756666666666667,296.0,0,False,village,40.2295,validate,low_evidence
S0848,Tonop,116.4760797,5.8093182,Tambunan,Interior,442,0,0,-0.13466666666666666,984.0,1,False,village,63.552,validate,low_evidence
S0849,Tampasak Liwan,116.5019652,5.8087207,Tambunan,Interior,0,0,0,-0.057,922.0,0,False,village,63.552,validate,low_evidence
S0850,Nunuk Ragang,116.8635256,5.7147142,Ranau,West Coast,179,0,0,-0.228,205.0,118,True,village,28.065,train,measured
S0851,Maringkan Baru,116.8553777,5.7240714,Ranau,West Coast,179,0,0,-0.26225,221.0,119,True,village,28.065,train,measured
S0852,Kumawanan,116.4741407,5.855142,Tambunan,Interior,300,0,0,0.103,850.0,0,False,village,52.162,train,measured
S0854,Pahu,116.4912239,5.8545828,Tambunan,Interior,582,0,0,0.323,804.0,0,False,village,41.843,train,measured
S0856,Bunakon,116.811607,5.7919059,Ranau,West Coast,928,0,0,-0.11133333333333333,213.0,56,True,village,18.067,train,measured
S0857,Seborong,116.8300843,5.7523675,Ranau,West Coast,373,0,0,-0.4535,204.0,68,True,village,25.13,train,measured
S0858,Sagindai Lama,116.818188,5.834748,Ranau,West Coast,254,0,0,0.1055,243.0,59,True,village,24.736,validate,low_evidence
S0860,Bitoon,116.8284711,5.6987582,Ranau,West Coast,270,0,0,-0.49075,198.0,42,True,village,30.076,train,measured
S0861,Tinanom,116.7206049,5.6823073,Ranau,West Coast,0,0,0,-0.2815,288.0,0,False,village,1.775,validate,low_evidence
S0862,Matupang,116.8189854,5.797142,Ranau,West Coast,991,0,0,0.1965,215.0,63,True,village,21.011,train,measured
S0863,Wakaku,116.797663,5.6970714,Ranau,West Coast,277,0,0,-0.466,319.0,1,False,village,38.9815,train,measured
S0864,Muruk,116.7545236,5.9551434,Ranau,West Coast,883,0,0,0.1515,363.0,0,False,village,41.8365,train,measured
S0865,Bolisuk Baru,116.8501607,5.7273222,Ranau,West Coast,179,0,0,-0.26225,218.0,61,True,village,28.065,train,measured
S0866,Toporoh,116.8265456,5.7303973,Ranau,West Coast,30,0,0,-0.53775,304.0,9,True,village,33.71,validate,low_evidence
S0867,Paginatan,116.822488,5.7678718,Ranau,West Coast,471,0,0,-0.13866666666666666,210.0,78,True,village,23.636,train,measured
S0868,Takurik,116.6733088,5.9588355,Ranau,West Coast,15493,8,3,0.548,520.0,0,False,village,65.202,train,measured
S0870,Minihas,116.8179208,5.788846,Ranau,West Coast,896,0,0,0.1965,209.0,72,True,village,22.3235,train,measured
S0871,Segindai Baru,116.8141675,5.8445935,Ranau,West Coast,254,0,0,0.1055,234.0,57,True,village,24.736,validate,low_evidence
