settlement_id,year,max_1km,mean_1km
S0202,2013,0.4934577941894531,0.12410095890675943
S0203,2013,3.2339425086975098,1.2443024290103142
S0205,2013,0.0,0.0
S0207,2013,0.0,0.0
S0208,2013,30.954723358154297,19.61546602976068
S0209,2013,8.132100105285645,3.411519119428877
S0210,2013,36.96004104614258,10.841608855430332
S0211,2013,36.96004104614258,8.444071602148696
S0212,2013,1.9261829853057861,0.19863929733563818
S0213,2013,9.797333717346191,2.3098968510180997
S0214,2013,0.14012819528579712,0.01804936749207146
S0215,2013,0.0,0.0
S0216,2013,0.0,0.0
S0217,2013,44.88032150268555,27.3168954101793
S0218,2013,25.182483673095703,13.260870887288055
S0219,2013,21.756702423095703,9.106481563146287
S0220,2013,0.0,0.0
S0221,2013,2.4228975772857666,0.9920804870649538
S0222,2013,36.96004104614258,12.632782675583757
S0223,2013,3.1164026260375977,0.1424096087676978
S0224,2013,0.5598783493041992,0.3025856600242591
S0225,2013,8.5635404586792,3.515480150713424
S0226,2013,9.57852554321289,2.0947626501536467
S0227,2013,10.728116035461426,4.478090633481816
S0229,2013,1.7289422750473022,0.9754507459262389
S0230,2013,4.988415718078613,0.3298264720456727
S0231,2013,1.0474214553833008,0.33023239246703706
S0232,2013,0.0,0.0
S0233,2013,0.23987795412540436,0.010509279182171403
S0234,2013,2.722337484359741,0.9847381806789309
S0235,2013,2.722337484359741,1.0771787034617746
S0239,2013,0.0,0.0
S0240,2013,0.0,0.0
S0241,2013,0.6853793859481812,0.13415880142970618
S0242,2013,0.0,0.0
S0243,2013,0.0,0.0
S0244,2013,0.0,0.0
S0245,2013,0.3908768594264984,0.020224800636602005
S0246,2013,18.7508544921875,5.467227773592205
S0247,2013,18.7508544921875,3.0990852255619425
S0248,2013,18.7508544921875,6.9055112409113635
S0249,2013,1.8252755403518677,0.8666141328012422
S0250,2013,2.5714945793151855,1.6192205086635296
S0251,2013,1.8252755403518677,1.0453096958514547
S0252,2013,1.0619513988494873,0.2164962906378736
S0253,2013,3.445084810256958,1.1120240211749393
S0254,2013,9.911799430847168,2.875618576358852
S0255,2013,1.2914214134216309,0.5663435558400258
S0256,2013,1.506103277206421,0.7683575836254567
S0257,2013,9.371835708618164,3.9738543443451855
S0258,2013,15.162102699279785,6.2220780019476125
S0259,2013,2.004092216491699,0.9922864104819112
S0260,2013,0.0,0.0
S0261,2013,0.4934577941894531,0.1442277320909919
S0262,2013,0.46250003576278687,0.17021913759988547
S0263,2013,0.0,0.0
S0265,2013,0.0,0.0
S0266,2013,0.0,0.0
S0267,2013,0.0,0.0
S0269,2013,0.0,0.0
S0272,2013,0.6753763556480408,0.18296585177239197
S0273,2013,0.0,0.0
S0274,2013,0.0,0.0
S0275,2013,2.1485161781311035,0.6002155699772416
S0276,2013,0.0,0.0
S0277,2013,0.0,0.0
S0279,2013,0.3877432644367218,0.034719261272651396
S0280,2013,0.3293888568878174,0.00327139342424827
S0281,2013,0.9126278758049011,0.45915423984258946
S0282,2013,0.0,0.0
S0284,2013,0.0,0.0
S0285,2013,0.0,0.0
S0287,2013,0.0,0.0
S0289,2013,0.0,0.0
S0290,2013,0.0,0.0
S0291,2013,0.0,0.0
S0293,2013,0.0,0.0
S0294,2013,0.0,0.0
S0295,2013,0.0,0.0
S0296,2013,0.0,0.0
S0297,2013,0.0,0.0
S0298,2013,2.224552869796753,0.9754150153833532
S0300,2013,23.440305709838867,8.959407887514129
S0301,2013,17.084320068359375,9.54563289533231
S0302,2013,5.5634446144104,2.2641810608238804
S0307,2013,0.16068577766418457,0.0035194006372005386
S0308,2013,1.689500331878662,0.929590753206771
S0309,2013,6.216564178466797,2.539699524996718
S0310,2013,0.0,0.0
S0311,2013,8.764406204223633,3.3428073567869387
S0312,2013,0.0,0.0
S0313,2013,0.0,0.0
S0314,2013,0.0,0.0
S0315,2013,0.6390347480773926,0.037940463498585646
S0316,2013,0.8907784223556519,0.1816625798286169
S0317,2013,0.0,0.0
S0318,2013,1.5661360025405884,0.3701621377872682
S0319,2013,0.0,0.0
S0320,2013,1.85744309425354,0.6396206033851334
S0321,2013,1.85744309425354,0.6853581870800296
S0322,2013,1.85744309425354,0.3065335343995022
S0323,2013,0.10434836149215698,6.560726909283682e-05
S0324,2013,0.0,0.0
S0325,2013,0.0,0.0
S0326,2013,0.0,0.0
S0327,2013,0.0,0.0
S0328,2013,0.0,0.0
S0329,2013,0.0,0.0
S0330,2013,0.0,0.0
S0331,2013,0.0,0.0
S0332,2013,0.0,0.0
S0333,2013,0.0,0.0
S0334,2013,0.0,0.0
S0335,2013,0.0,0.0
S0336,2013,0.0,0.0
S0337,2013,0.0,0.0
S0338,2013,0.0,0.0
S0339,2013,0.0,0.0
S0340,2013,0.0,0.0
S0341,2013,0.0,0.0
S0342,2013,0.0,0.0
S0343,2013,0.0,0.0
S0344,2013,0.0,0.0
S0345,2013,0.0,0.0
S0346,2013,0.0,0.0
S0348,2013,0.0,0.0
S0349,2013,5.602239608764648,0.9528357019680023
S0350,2013,1.1087621450424194,0.3626301496782037
S0351,2013,0.0,0.0
S0352,2013,0.0,0.0
S0353,2013,0.0,0.0
S0354,2013,0.0,0.0
S0355,2013,0.6168234348297119,0.14685689245379538
S0356,2013,0.0,0.0
S0357,2013,0.0,0.0
S0358,2013,0.0,0.0
S0359,2013,0.37536290287971497,0.030014907567992265
S0360,2013,0.9569229483604431,0.13136633767809958
S0361,2013,1.56961989402771,0.45520337076353534
S0362,2013,4.831113338470459,1.0436452789358175
S0363,2013,0.0,0.0
S0364,2013,0.34262344241142273,0.021325490892008227
S0365,2013,0.0,0.0
S0366,2013,1.0178431272506714,0.22401762017556226
S0367,2013,0.0,0.0
S0368,2013,0.0,0.0
S0369,2013,0.0,0.0
S0370,2013,0.27554574608802795,0.012685632532082713
S0371,2013,1.3176624774932861,0.6323488654346211
S0372,2013,0.6390347480773926,0.11099197758442175
S0373,2013,1.3176624774932861,0.4769779471592606
S0374,2013,0.0,0.0
S0375,2013,0.0,0.0
S0377,2013,0.0,0.0
S0378,2013,0.0,0.0
S0379,2013,0.0,0.0
S0380,2013,0.0,0.0
S0383,2013,0.0,0.0
S0384,2013,0.0,0.0
S0386,2013,0.0,0.0
S0387,2013,0.0,0.0
S0388,2013,0.2832982540130615,0.0446619728027053
S0389,2013,0.0,0.0
S0390,2013,0.0,0.0
S0391,2013,0.0,0.0
S0392,2013,0.0,0.0
S0393,2013,3.3664798736572266,0.9523015022884519
S0394,2013,0.0,0.0
S0395,2013,0.0,0.0
S0396,2013,0.0,0.0
S0397,2013,0.47773781418800354,0.0021895059822416895
S0399,2013,0.0,0.0
S0400,2013,0.0,0.0
S0401,2013,0.0,0.0
S0402,2013,0.0,0.0
S0403,2013,0.0,0.0
S0404,2013,0.0,0.0
S0405,2013,0.0,0.0
S0406,2013,0.0,0.0
S0407,2013,0.9368131160736084,0.3595849772560064
S0410,2013,0.9368131160736084,0.23630513400119327
S0411,2013,0.0,0.0
S0412,2013,0.0,0.0
S0413,2013,0.0,0.0
S0414,2013,2.0867035388946533,0.812469966229762
S0416,2013,0.0,0.0
S0417,2013,0.0,0.0
S0418,2013,0.0,0.0
S0419,2013,0.0,0.0
S0420,2013,0.0,0.0
S0421,2013,0.0,0.0
S0422,2013,0.0,0.0
S0423,2013,0.0,0.0
S0424,2013,0.0,0.0
S0428,2013,0.0,0.0
S0429,2013,7.516808986663818,4.228100814070256
S0430,2013,0.0,0.0
S0432,2013,0.0,0.0
S0433,2013,0.0,0.0
S0434,2013,0.0,0.0
S0443,2013,0.0,0.0
S0444,2013,0.0,0.0
S0445,2013,0.0,0.0
S0449,2013,7.0940046310424805,2.856342495011596
S0450,2013,1.3210633993148804,0.6486041630232716
S0453,2013,9.683109283447266,1.5281973293585804
S0455,2013,0.0,0.0
S0456,2013,0.3747464418411255,0.011865503595847832
S0459,2013,0.0,0.0
S0460,2013,0.0,0.0
S0462,2013,0.0,0.0
S0463,2013,0.0,0.0
S0464,2013,0.0,0.0
S0465,2013,0.0,0.0
S0466,2013,0.0,0.0
S0470,2013,7.947240352630615,2.680305703691164
S0471,2013,6.3279805183410645,2.6243355515906517
S0472,2013,0.38750097155570984,0.0957019829280829
S0474,2013,0.0,0.0
S0475,2013,0.0,0.0
S0476,2013,0.0,0.0
S0477,2013,0.0,0.0
S0487,2013,0.0,0.0
S0488,2013,0.0,0.0
S0490,2013,0.0,0.0
S0492,2013,0.0,0.0
S0493,2013,0.0,0.0
S0495,2013,0.0,0.0
S0496,2013,0.0,0.0
S0497,2013,0.0,0.0
S0499,2013,0.0,0.0
S0500,2013,0.0,0.0
S0501,2013,0.2946951985359192,0.013196477554867104
S0503,2013,0.5413178205490112,0.03148295579181201
S0504,2013,0.4240460693836212,0.035304494101611426
S0505,2013,0.0,0.0
S0506,2013,0.0,0.0
S0507,2013,0.0,0.0
S0508,2013,0.576439619064331,0.05420790533974486
S0509,2013,0.0,0.0
S0510,2013,0.0,0.0
S0511,2013,0.3882581889629364,0.0031704500355013657
S0512,2013,0.0,0.0
S0513,2013,0.0,0.0
S0515,2013,0.0,0.0
S0516,2013,0.392643541097641,0.016190212113248652
S0533,2013,0.0,0.0
S0539,2013,0.0,0.0
S0540,2013,0.0,0.0
S0544,2013,0.0,0.0
S0546,2013,0.0,0.0
S0547,2013,0.0,0.0
S0550,2013,0.0,0.0
S0551,2013,0.0,0.0
S0552,2013,0.0,0.0
S0553,2013,0.0,0.0
S0554,2013,0.0,0.0
S0555,2013,0.0,0.0
S0556,2013,0.0,0.0
S0558,2013,0.0,0.0
S0559,2013,0.0,0.0
S0560,2013,0.0,0.0
S0561,2013,0.0,0.0
S0562,2013,0.0,0.0
S0563,2013,0.0,0.0
S0564,2013,0.0,0.0
S0565,2013,0.0,0.0
S0566,2013,0.0,0.0
S0567,2013,0.0,0.0
S0569,2013,0.0,0.0
S0571,2013,0.0,0.0
S0573,2013,0.0,0.0
S0576,2013,0.0,0.0
S0587,2013,0.0,0.0
S0590,2013,0.0,0.0
S0592,2013,0.0,0.0
S0595,2013,0.0,0.0
S0596,2013,0.0,0.0
S0597,2013,0.0,0.0
S0599,2013,0.0,0.0
S0602,2013,0.0,0.0
S0603,2013,0.0,0.0
S0605,2013,0.0,0.0
S0607,2013,0.0,0.0
S0608,2013,0.0,0.0
S0610,2013,0.0,0.0
S0611,2013,0.0,0.0
S0612,2013,0.0,0.0
S0614,2013,0.0,0.0
S0615,2013,0.0,0.0
S0617,2013,0.0,0.0
S0618,2013,0.0,0.0
S0620,2013,0.0,0.0
S0623,2013,0.6306189298629761,0.19308472507269295
S0624,2013,0.0,0.0
S0627,2013,0.5467830896377563,0.14702198798286498
S0628,2013,0.0,0.0
S0629,2013,0.8138726949691772,0.14018406563135627
S0630,2013,0.0,0.0
S0631,2013,0.6306189298629761,0.10211900739194762
S0632,2013,0.17345277965068817,0.004517282934109544
S0633,2013,0.0,0.0
S0634,2013,0.6306189298629761,0.03643058238078061
S0635,2013,0.0,0.0
S0636,2013,0.0,0.0
S0637,2013,0.0,0.0
S0638,2013,0.0,0.0
S0639,2013,0.0,0.0
S0640,2013,0.0,0.0
S0643,2013,0.0,0.0
S0644,2013,0.0,0.0
S0645,2013,0.0,0.0
S0646,2013,0.0,0.0
S0648,2013,0.7578532695770264,0.30442288473876794
S0650,2013,0.0,0.0
S0651,2013,0.7578532695770264,0.09719110859503961
S0652,2013,0.0,0.0
S0653,2013,1.604225516319275,0.17279856904285157
S0654,2013,0.0,0.0
S0655,2013,0.0,0.0
S0656,2013,1.1185067892074585,0.6044597072260721
S0657,2013,1.4322928190231323,0.6361107884937295
S0658,2013,0.6985315680503845,0.06373102740760436
S0659,2013,0.0,0.0
S0660,2013,0.0,0.0
S0661,2013,0.0,0.0
S0662,2013,0.0,0.0
S0663,2013,0.0,0.0
S0664,2013,0.725733757019043,0.11528546969765227
S0665,2013,0.0,0.0
S0666,2013,0.0,0.0
S0667,2013,0.7934637665748596,0.03552326209212545
S0668,2013,0.0,0.0
S0669,2013,0.0,0.0
S0670,2013,0.9626613855361938,0.3448794429382337
S0671,2013,0.0,0.0
S0672,2013,0.0,0.0
S0673,2013,0.0,0.0
S0674,2013,0.0,0.0
S0675,2013,0.9626613855361938,0.19683639194284164
S0676,2013,0.0,0.0
S0677,2013,0.33713021874427795,0.0571794858127458
S0678,2013,0.9626613855361938,0.09399274184114714
S0679,2013,0.0,0.0
S0680,2013,0.1842154860496521,0.017161441557903962
S0681,2013,0.1842154860496521,0.027128542357849523
S0682,2013,0.397290974855423,0.035171754913684065
S0683,2013,0.9626613855361938,0.42210171495952875
S0684,2013,0.9626613855361938,0.07791163064212243
S0685,2013,1.1194428205490112,0.16034578453368092
S0686,2013,0.5662629008293152,0.17344651398922248
S0687,2013,1.1194428205490112,0.17427824623238256
S0688,2013,0.0,0.0
S0689,2013,0.0,0.0
S0690,2013,0.0,0.0
S0693,2013,0.0,0.0
S0696,2013,0.24890278279781342,0.013128937993730818
S0697,2013,0.0,0.0
S0699,2013,0.0,0.0
S0700,2013,0.0,0.0
S0701,2013,0.10298780351877213,0.003367095745348099
S0702,2013,0.0,0.0
S0703,2013,0.0,0.0
S0704,2013,0.6850293874740601,0.19731025116539766
S0705,2013,0.0,0.0
S0706,2013,1.6104609966278076,0.18676211885327476
S0707,2013,0.0,0.0
S0708,2013,0.683667778968811,0.07808162795530785
S0709,2013,1.827176570892334,0.018090253032671096
S0710,2013,0.9151927828788757,0.11779048400599591
S0712,2013,0.0,0.0
S0713,2013,1.827176570892334,0.18780636454824373
S0714,2013,0.2973368465900421,0.01314540253703598
S0715,2013,0.0,0.0
S0716,2013,0.6763380765914917,0.03972393855405825
S0717,2013,0.3853858411312103,0.000364488500439354
S0719,2013,0.0,0.0
S0720,2013,2.626781702041626,0.6834568976047197
S0721,2013,2.626781702041626,0.6182365518825271
S0723,2013,0.9151927828788757,0.23280011004846876
S0724,2013,0.0,0.0
S0725,2013,0.0,0.0
S0726,2013,0.0,0.0
S0732,2013,0.0,0.0
S0733,2013,0.0,0.0
S0734,2013,0.0,0.0
S0735,2013,0.0,0.0
S0736,2013,1.827176570892334,0.13787819124285858
S0740,2013,0.0,0.0
S0742,2013,0.337181955575943,0.010256083314790363
S0743,2013,0.0,0.0
S0744,2013,0.4444773197174072,0.020676953807210446
S0746,2013,0.0,0.0
S0747,2013,0.0,0.0
S0748,2013,0.0,0.0
S0750,2013,0.0,0.0
S0751,2013,1.0160037279129028,0.08981648525935942
S0752,2013,0.0,0.0
S0753,2013,0.0,0.0
S0754,2013,0.0,0.0
S0755,2013,0.0,0.0
S0756,2013,0.0,0.0
S0757,2013,0.4996659457683563,0.0699083305125873
S0758,2013,0.0,0.0
S0759,2013,0.0,0.0
S0760,2013,0.7153358459472656,0.2119659649785444
S0761,2013,8.48098087310791,2.7804475361402403
S0762,2013,8.48098087310791,3.1378594053584328
S0763,2013,1.229671835899353,0.23464036868079535
S0764,2013,2.5719363689422607,0.34370519797044663
S0765,2013,7.188347339630127,2.416083887733262
S0766,2013,0.7153358459472656,0.3482085051638238
S0767,2013,0.42091235518455505,0.08451841687043707
S0768,2013,1.3296574354171753,0.2852036428320539
S0769,2013,0.0,0.0
S0770,2013,0.5801524519920349,0.044987954246173106
S0771,2013,0.5211336612701416,0.09225581901253395
S0772,2013,1.0633577108383179,0.17179187557366737
S0773,2013,1.229671835899353,0.5426298078415984
S0774,2013,0.5801524519920349,0.05297685856354127
S0775,2013,0.0,0.0
S0776,2013,0.0,0.0
S0777,2013,0.7459272146224976,0.0983001718624648
S0778,2013,0.0,0.0
S0779,2013,3.775825262069702,1.115845744704093
S0780,2013,3.795591115951538,2.191911257446863
S0781,2013,3.795591115951538,1.7260100303827348
S0792,2013,0.0,0.0
S0796,2013,0.0,0.0
S0797,2013,1.6104609966278076,0.2918843764864554
S0798,2013,0.0,0.0
S0799,2013,0.0,0.0
S0800,2013,0.0,0.0
S0801,2013,0.0,0.0
S0803,2013,0.0,0.0
S0804,2013,0.0,0.0
S0805,2013,0.0,0.0
S0808,2013,0.0,0.0
S0809,2013,0.0,0.0
S0813,2013,0.0,0.0
S0814,2013,0.0,0.0
S0815,2013,0.0,0.0
S0816,2013,0.0,0.0
S0817,2013,0.0,0.0
S0818,2013,0.0,0.0
S0819,2013,0.0,0.0
S0820,2013,0.0,0.0
S0822,2013,0.0,0.0
S0823,2013,0.0,0.0
S0824,2013,0.0,0.0
S0825,2013,0.0,0.0
S0826,2013,0.0,0.0
S0828,2013,0.8627105951309204,0.14744710200327407
S0829,2013,0.0,0.0
S0831,2013,0.0,0.0
S0832,2013,0.0,0.0
S0833,2013,0.0,0.0
S0834,2013,0.0,0.0
S0835,2013,0.0,0.0
S0836,2013,0.0,0.0
S0837,2013,0.0,0.0
S0839,2013,0.0,0.0
S0840,2013,0.0,0.0
S0841,2013,0.0,0.0
S0843,2013,0.0,0.0
S0845,2013,0.0,0.0
S0846,2013,0.0,0.0
S0847,2013,0.0,0.0
S0848,2013,0.0,0.0
S0849,2013,0.0,0.0
S0850,2013,0.0,0.0
S0851,2013,0.0,0.0
S0852,2013,0.0,0.0
S0854,2013,0.0,0.0
S0856,2013,0.0,0.0
S0857,2013,0.0,0.0
S0858,2013,0.0,0.0
S0860,2013,0.0,0.0
S0861,2013,0.0,0.0
S0862,2013,0.0,0.0
S0863,2013,0.0,0.0
S0864,2013,0.0,0.0
S0865,2013,0.0,0.0
S0866,2013,0.0,0.0
S0867,2013,0.0,0.0
S0868,2013,14.663666725158691,3.882569047886262
S0870,2013,0.0,0.0
S0871,2013,0.0,0.0
S0872,2013,0.4582352042198181,0.12362355799275761
S0873,2013,0.0,0.0
S0874,2013,1.0051937103271484,0.18397653948628967
S0875,2013,0.0,0.0
S0876,2013,0.0,0.0
S0879,2013,0.0,0.0
S0881,2013,15.296394348144531,3.5872611499311944
S0882,2013,0.7282739281654358,0.0436523779640417
S0883,2013,15.296394348144531,5.81761844120382
S0885,2013,0.4313129484653473,0.02479354335596569
S0886,2013,0.0,0.0
S0887,2013,0.0,0.0
S0888,2013,0.0,0.0
S0889,2013,0.0,0.0
S0890,2013,7.947501182556152,1.7101688059102422
S0891,2013,15.296394348144531,4.339287891155884
S0892,2013,0.5289574861526489,0.025825645214347305
S0893,2013,8.357041358947754,2.5728768891617255
S0894,2013,2.266143560409546,0.8161192864834609
S0895,2013,7.947501182556152,1.2263675832602763
S0896,2013,15.296394348144531,4.009586052546088
S0897,2013,15.296394348144531,5.076587227213692
S0898,2013,15.296394348144531,1.5714941464990861
S0899,2013,14.663666725158691,3.466146674761578
S0900,2013,0.0,0.0
S0902,2013,0.0,0.0
S0903,2013,0.0,0.0
S0904,2013,0.0,0.0
S0905,2013,0.0,0.0
S0906,2013,0.0,0.0
S0907,2013,0.0,0.0
S0908,2013,0.0,0.0
S0909,2013,0.0,0.0
S0910,2013,0.0,0.0
S0912,2013,0.0,0.0
S0914,2013,0.0,0.0
S0915,2013,0.0,0.0
S0916,2013,0.0,0.0
S0917,2013,0.0,0.0
S0918,2013,0.0,0.0
S0919,2013,0.0,0.0
S0920,2013,0.0,0.0
S0921,2013,0.0,0.0
S0922,2013,0.0,0.0
S0924,2013,0.0,0.0
S0925,2013,0.0,0.0
S0926,2013,0.0,0.0
S0927,2013,0.0,0.0
S0928,2013,0.0,0.0
S0929,2013,0.0,0.0
S0930,2013,0.0,0.0
S0931,2013,0.0,0.0
S0934,2013,0.0,0.0
S0936,2013,0.0,0.0
S0938,2013,0.0,0.0
S0939,2013,0.0,0.0
S0940,2013,0.0,0.0
S0941,2013,0.0,0.0
S0942,2013,0.0,0.0
S0943,2013,0.0,0.0
S0944,2013,0.0,0.0
S0945,2013,0.0,0.0
S0946,2013,0.0,0.0
S0949,2013,0.0,0.0
S0950,2013,0.0,0.0
S0951,2013,0.0,0.0
S0952,2013,0.0,0.0
S0953,2013,0.0,0.0
S0954,2013,0.0,0.0
S0955,2013,0.0,0.0
S0956,2013,0.36281245946884155,0.045715727091806886
S0957,2013,0.0,0.0
S0958,2013,6.455471992492676,1.7753947504274141
S0959,2013,0.0,0.0
S0960,2013,0.0,0.0
S0961,2013,0.0,0.0
S0962,2013,0.0,0.0
S0963,2013,1.3503448963165283,0.11293306478164482
S0964,2013,0.36281245946884155,0.05193781039761267
S0965,2013,0.0,0.0
S0966,2013,0.0,0.0
S0967,2013,1.9530937671661377,0.8088694980764898
S0968,2013,1.3224678039550781,0.23433077717342934
S0969,2013,1.9530937671661377,0.6036090695843063
S0970,2013,0.2896028459072113,0.03588084435125566
S0971,2013,0.2896028459072113,0.029412058929396703
S0972,2013,0.0,0.0
S0973,2013,2.7718265056610107,0.9216770819372585
S0974,2013,0.2896028459072113,0.027788416149100537
S0975,2013,0.2896028459072113,0.035568866488701875
S0976,2013,0.9456725120544434,0.1488238478342194
S0977,2013,0.0,0.0
S0978,2013,14.663666725158691,2.958904458219789
S0979,2013,0.5672261118888855,0.04488318908255663
S0980,2013,2.521470069885254,0.813501761013488
S0981,2013,0.9456725120544434,0.238664761508263
S0982,2013,8.357041358947754,2.1267789551468526
S0983,2013,0.4001317024230957,0.013886531884957079
S0984,2013,4.99276876449585,1.9954234446477743
S0985,2013,4.99276876449585,1.8401213863233148
S0986,2013,0.0,0.0
S0987,2013,0.0,0.0
S0988,2013,0.0,0.0
S0989,2013,0.6873108744621277,0.33494221662146334
