radius_km,mast_id,mast_lat,mast_lon,s_id,s_lat,s_lon,dist_km,chosen_by_distance,min_clear_m,los,fresnel,voids,usable
3,S0033,6.4764024,116.8436982,S1190,6.4860679,116.8662016,2.709,1,9.2,True,True,0,True
3,S0038,6.5228172,116.5023056,S0274,6.5215802,116.5176299,1.699,1,10.1,True,True,0,True
3,S0041,6.4565219,116.5024247,S0364,6.4821376,116.4939753,2.997,1,8.1,True,True,0,True
3,S0041,6.4565219,116.5024247,S0365,6.4635833,116.4878031,1.796,1,9.6,True,True,0,True
3,S0041,6.4565219,116.5024247,S0394,6.4442068,116.5127843,1.785,1,8.3,True,True,0,True
3,S0042,5.3132388,116.4101726,S0629,5.3214327,116.4157143,1.098,1,1.3,True,False,0,True
3,S0042,5.3132388,116.4101726,S0631,5.3030662,116.3959753,1.937,1,3.1,True,False,0,True
3,S0044,5.2313137,116.3580845,S0693,5.2181166,116.344786,2.079,1,6.7,True,False,0,True
3,S0044,5.2313137,116.3580845,S0697,5.2419511,116.3674556,1.573,1,10.0,True,True,0,True
3,S0044,5.2313137,116.3580845,S0700,5.2314063,116.3720737,1.549,1,10.1,True,True,0,True
3,S0044,5.2313137,116.3580845,S0702,5.2312481,116.358671,0.065,1,10.1,True,True,0,True
3,S0044,5.2313137,116.3580845,S0703,5.2413062,116.3539969,1.2,1,7.2,True,True,0,True
3,S0048,5.9303108,116.7709674,S0872,5.9384793,116.7797184,1.327,0,12.1,True,True,0,True
3,S0048,5.9303108,116.7709674,S0886,5.9452917,116.7695968,1.673,0,-7.1,False,False,0,True
3,S0049,5.2732968,116.3747193,S0623,5.292031,116.3884042,2.576,0,6.1,True,False,0,True
3,S0049,5.2732968,116.3747193,S0632,5.2832779,116.379809,1.245,0,8.4,True,True,0,True
3,S0049,5.2732968,116.3747193,S0634,5.2882954,116.3810541,1.809,0,5.5,True,False,0,True
3,S0049,5.2732968,116.3747193,S0638,5.2601226,116.3734017,1.472,0,8.0,True,True,0,True
3,S0049,5.2732968,116.3747193,S0639,5.2593984,116.3756262,1.549,0,1.5,True,False,0,True
3,S0053,5.2908601,116.0344046,S0707,5.3012077,116.0350168,1.153,0,9.9,True,True,0,True
3,S0053,5.2908601,116.0344046,S0746,5.3050012,116.0470604,2.106,0,-6.5,False,False,0,True
3,S0053,5.2908601,116.0344046,S0752,5.2886435,116.0349977,0.255,0,10.1,True,True,0,True
3,S0053,5.2908601,116.0344046,S0718,5.3025712,116.0534426,2.478,0,-43.3,False,False,0,True
3,S0057,5.4228974,116.209765,S0679,5.4190511,116.2334792,2.66,1,-1.8,False,False,0,True
3,S0057,5.4228974,116.209765,S0688,5.4307567,116.2278076,2.18,1,9.3,True,True,0,True
3,S0057,5.4228974,116.209765,S0689,5.4176834,116.227837,2.083,1,10.0,True,True,0,True
3,S0057,5.4228974,116.209765,S0758,5.4385565,116.1878393,2.987,1,3.3,True,False,0,True
3,S0057,5.4228974,116.209765,S0769,5.4328911,116.1968184,1.813,1,2.6,True,False,0,True
3,S0057,5.4228974,116.209765,S1076,5.4127509,116.2331743,2.826,1,0.2,True,False,0,True
3,S0060,6.1135252,116.8611805,S0915,6.126042,116.863994,1.426,1,10.1,True,True,0,True
3,S0060,6.1135252,116.8611805,S0931,6.1160327,116.863674,0.392,1,9.2,True,True,0,True
3,S0060,6.1135252,116.8611805,S0944,6.1141163,116.8612539,0.066,1,10.1,True,True,0,True
3,S0062,5.4587899,116.2736526,S0664,5.4542071,116.2578834,1.818,1,5.0,True,False,0,True
3,S0062,5.4587899,116.2736526,S0667,5.4797716,116.2752866,2.34,1,9.4,True,True,0,True
3,S0062,5.4587899,116.2736526,S0668,5.4489856,116.2702798,1.152,1,7.4,True,True,0,True
3,S0062,5.4587899,116.2736526,S0670,5.4728503,116.2654893,1.806,1,4.3,True,False,0,True
3,S0062,5.4587899,116.2736526,S0674,5.4455835,116.2688726,1.561,1,9.8,True,True,0,True
3,S0062,5.4587899,116.2736526,S0675,5.4585487,116.2659994,0.848,1,10.0,True,True,0,True
3,S0062,5.4587899,116.2736526,S0676,5.4464732,116.267259,1.542,1,8.4,True,True,0,True
3,S0062,5.4587899,116.2736526,S0677,5.4816186,116.2690947,2.588,1,8.7,True,True,0,True
3,S0062,5.4587899,116.2736526,S0678,5.4582441,116.2733047,0.072,1,10.1,True,True,0,True
3,S0062,5.4587899,116.2736526,S0680,5.4623131,116.2811304,0.916,1,10.0,True,True,0,True
3,S0062,5.4587899,116.2736526,S0681,5.4719211,116.2803596,1.638,1,8.2,True,True,0,True
3,S0062,5.4587899,116.2736526,S0683,5.4676301,116.2678351,1.175,1,9.9,True,True,0,True
3,S0062,5.4587899,116.2736526,S0684,5.455013,116.2639664,1.151,1,8.5,True,True,0,True
3,S0062,5.4587899,116.2736526,S0685,5.451431,116.2568816,2.029,1,1.6,True,False,0,True
3,S0062,5.4587899,116.2736526,S0687,5.4457484,116.2570889,2.338,1,5.9,True,False,0,True
3,S0063,6.108734,116.8184033,S0928,6.1095094,116.8182326,0.088,1,10.0,True,True,0,True
3,S0063,6.108734,116.8184033,S0941,6.119726,116.7986317,2.504,1,4.0,True,True,0,True
3,S0066,5.4146548,116.5084813,S0614,5.4257658,116.5207264,1.834,1,2.7,True,False,0,True
3,S0066,5.4146548,116.5084813,S0618,5.4025431,116.4863082,2.8,1,-64.0,False,False,0,True
3,S0077,5.7908133,116.8168422,S0856,5.7919059,116.811607,0.592,1,10.0,True,True,0,True
3,S0077,5.7908133,116.8168422,S0862,5.797142,116.8189854,0.743,1,-2.6,False,False,0,True
3,S0077,5.7908133,116.8168422,S0870,5.788846,116.8179208,0.249,1,10.0,True,True,0,True
3,S0077,5.7908133,116.8168422,S0875,5.7984346,116.8143039,0.893,1,8.7,True,True,0,True
3,S0078,5.8641269,116.5839984,S0988,5.8670441,116.5672761,1.878,1,-118.4,False,False,0,True
3,S0078,5.8641269,116.5839984,S1008,5.864768,116.578317,0.632,1,5.2,True,True,0,True
3,S0078,5.8641269,116.5839984,S1020,5.8730698,116.5840241,0.994,1,7.8,True,True,0,True
3,S0083,5.4526327,115.6245849,S0188,5.44141,115.6382102,1.958,1,8.6,True,False,0,True
3,S0088,5.4071403,115.6728513,S0186,5.3968433,115.6876589,2.0,1,12.1,True,True,0,True
3,S0088,5.4071403,115.6728513,S0187,5.4023466,115.6848433,1.431,1,8.9,True,True,0,True
3,S0088,5.4071403,115.6728513,S0189,5.4223745,115.6640257,1.956,1,8.1,True,True,0,True
3,S0088,5.4071403,115.6728513,S0191,5.4164768,115.6768857,1.13,1,9.6,True,True,0,True
3,S0111,5.0186735,115.9059101,S1294,5.009984,115.9218609,2.014,0,7.0,True,True,0,True
3,S0114,5.1423979,116.289617,S1074,5.1381847,116.2829209,0.877,1,7.7,True,True,0,True
3,S0130,4.7181021,116.4422487,S0553,4.7138076,116.4598441,2.008,0,-9.8,False,False,0,True
3,S0130,4.7181021,116.4422487,S0555,4.7247292,116.4472719,0.924,0,-9.9,False,False,0,True
3,S0130,4.7181021,116.4422487,S0556,4.7125431,116.4669454,2.806,0,-6.3,False,False,0,True
3,S0130,4.7181021,116.4422487,S0559,4.7157558,116.4513129,1.038,0,-16.9,False,False,0,True
3,S0132,6.0508758,116.2835896,S1386,6.0582824,116.282368,0.835,1,3.1,True,False,0,True
3,S0135,5.5142364,115.5361321,S0256,5.4994293,115.5463513,1.998,1,10.1,True,True,0,True
3,S0159,5.2967088,115.3584871,S0257,5.3040795,115.3690652,1.429,1,8.2,True,True,0,True
3,S0162,4.7053675,116.4807819,S0533,4.7154608,116.47698,1.199,0,-15.5,False,False,0,True
3,S0162,4.7053675,116.4807819,S0553,4.7138076,116.4598441,2.503,0,-16.0,False,False,0,True
3,S0162,4.7053675,116.4807819,S0556,4.7125431,116.4669454,1.729,0,-16.9,False,False,0,True
3,S0166,6.661511,117.2077305,S0456,6.6648177,117.2073658,0.37,1,10.1,True,True,0,True
3,S0178,6.2383709,116.2825212,S0240,6.2443677,116.2902122,1.08,1,-4.6,False,False,0,True
3,S0179,6.3240036,116.3743229,S0360,6.3219835,116.3868016,1.397,1,-129.2,False,False,0,True
3,S0179,6.3240036,116.3743229,S0404,6.3239734,116.3515484,2.517,1,10.3,True,True,0,True
3,S0181,5.8241814,117.4379987,S0466,5.8344594,117.4367943,1.151,1,9.3,True,True,0,True
3,S0185,6.0282512,116.4629369,S0417,6.0279292,116.4434492,2.155,1,-142.6,False,False,0,True
3,S0185,6.0282512,116.4629369,S0419,6.0325619,116.4855496,2.546,1,10.3,True,True,0,True
3,S0185,6.0282512,116.4629369,S0420,6.0132916,116.4791545,2.446,1,-3.3,False,False,0,True
3,S0186,5.3968433,115.6876589,S0088,5.4071403,115.6728513,2.0,0,7.4,True,True,0,True
3,S0186,5.3968433,115.6876589,S0187,5.4023466,115.6848433,0.687,0,4.5,True,True,0,True
3,S0186,5.3968433,115.6876589,S0191,5.4164768,115.6768857,2.488,0,9.3,True,True,0,True
3,S0187,5.4023466,115.6848433,S0088,5.4071403,115.6728513,1.431,0,8.0,True,True,0,True
3,S0187,5.4023466,115.6848433,S0186,5.3968433,115.6876589,0.687,0,10.0,True,True,0,True
3,S0187,5.4023466,115.6848433,S0191,5.4164768,115.6768857,1.801,0,9.3,True,True,0,True
3,S0188,5.44141,115.6382102,S0083,5.4526327,115.6245849,1.958,0,7.1,True,False,0,True
3,S0189,5.4223745,115.6640257,S0088,5.4071403,115.6728513,1.956,0,10.1,True,True,0,True
3,S0189,5.4223745,115.6640257,S0191,5.4164768,115.6768857,1.567,0,9.2,True,True,0,True
3,S0191,5.4164768,115.6768857,S0088,5.4071403,115.6728513,1.13,0,8.2,True,True,0,True
3,S0191,5.4164768,115.6768857,S0186,5.3968433,115.6876589,2.488,0,8.3,True,True,0,True
3,S0191,5.4164768,115.6768857,S0187,5.4023466,115.6848433,1.801,0,9.5,True,True,0,True
3,S0191,5.4164768,115.6768857,S0189,5.4223745,115.6640257,1.567,0,7.3,True,True,0,True
3,S0196,5.9479941,118.014302,S1365,5.9484425,118.0140645,0.056,1,10.1,True,True,0,True
3,S0202,5.4070377,117.9501832,S0261,5.4061473,117.9516956,0.195,1,6.3,True,True,0,True
3,S0202,5.4070377,117.9501832,S0262,5.4200674,117.9418331,1.719,1,1.7,True,False,0,True
3,S0205,5.9696538,117.9102422,S1366,5.9945988,117.9113975,2.777,1,11.0,True,True,0,True
3,S0214,6.3056896,116.4403454,S0215,6.283342,116.453604,2.885,1,-22.3,False,False,0,True
3,S0214,6.3056896,116.4403454,S0345,6.2888642,116.4473655,2.025,1,-13.8,False,False,0,True
3,S0215,6.283342,116.453604,S0214,6.3056896,116.4403454,2.885,0,-23.2,False,False,0,True
3,S0215,6.283342,116.453604,S0216,6.281577,116.457519,0.475,0,10.0,True,True,0,True
3,S0215,6.283342,116.453604,S0344,6.2647561,116.4537819,2.067,0,10.0,True,True,0,True
3,S0215,6.283342,116.453604,S0345,6.2888642,116.4473655,0.923,0,6.4,True,True,0,True
3,S0216,6.281577,116.457519,S0215,6.283342,116.453604,0.475,0,10.0,True,True,0,True
3,S0216,6.281577,116.457519,S0343,6.2556724,116.4596676,2.89,0,9.2,True,True,0,True
3,S0216,6.281577,116.457519,S0344,6.2647561,116.4537819,1.915,0,9.9,True,True,0,True
3,S0216,6.281577,116.457519,S0345,6.2888642,116.4473655,1.384,0,3.9,True,False,0,True
3,S0240,6.2443677,116.2902122,S0178,6.2383709,116.2825212,1.08,0,6.1,True,True,0,True
3,S0242,6.3120478,116.7332936,S0379,6.3363692,116.7327757,2.705,1,10.0,True,True,0,True
3,S0243,6.3871847,116.7747033,S0383,6.3795511,116.7597414,1.859,1,-3.7,False,False,0,True
3,S0256,5.4994293,115.5463513,S0135,5.5142364,115.5361321,1.998,0,1.3,True,False,0,True
3,S0257,5.3040795,115.3690652,S0159,5.2967088,115.3584871,1.429,0,10.0,True,True,0,True
3,S0261,5.4061473,117.9516956,S0202,5.4070377,117.9501832,0.195,0,10.1,True,True,0,True
3,S0261,5.4061473,117.9516956,S0262,5.4200674,117.9418331,1.894,0,1.7,True,False,0,True
3,S0262,5.4200674,117.9418331,S0202,5.4070377,117.9501832,1.719,0,3.9,True,False,0,True
3,S0262,5.4200674,117.9418331,S0261,5.4061473,117.9516956,1.894,0,6.7,True,False,0,True
3,S0273,6.4544107,116.8012118,S0384,6.4390311,116.8076006,1.85,1,6.9,True,True,0,True
3,S0274,6.5215802,116.5176299,S0038,6.5228172,116.5023056,1.699,0,6.9,True,True,0,True
3,S0279,6.8828641,116.6805184,S0280,6.8728835,116.6760968,1.212,1,9.6,True,True,0,True
3,S0280,6.8728835,116.6760968,S0279,6.8828641,116.6805184,1.212,0,10.0,True,True,0,True
3,S0284,6.1615009,116.7975091,S0940,6.15882,116.7789947,2.068,0,-21.9,False,False,0,True
3,S0307,6.3129372,116.3458603,S0404,6.3239734,116.3515484,1.379,1,-2.5,False,False,0,True
3,S0307,6.3129372,116.3458603,S0406,6.3394007,116.3431186,2.958,1,-82.7,False,False,0,True
3,S0307,6.3129372,116.3458603,S0407,6.3064939,116.3280651,2.093,1,-75.6,False,False,0,True
3,S0307,6.3129372,116.3458603,S0410,6.3000554,116.328518,2.393,1,-62.3,False,False,0,True
3,S0315,6.2285288,116.4551222,S0316,6.2251585,116.4491033,0.764,1,10.0,True,True,0,True
3,S0315,6.2285288,116.4551222,S0318,6.2186365,116.4523971,1.14,1,-57.5,False,False,0,True
3,S0315,6.2285288,116.4551222,S0319,6.2360746,116.4494384,1.048,1,9.1,True,True,0,True
3,S0315,6.2285288,116.4551222,S0320,6.2137719,116.4515128,1.689,1,-44.6,False,False,0,True
3,S0315,6.2285288,116.4551222,S0321,6.2065818,116.4454789,2.663,1,-31.0,False,False,0,True
3,S0315,6.2285288,116.4551222,S0339,6.2473825,116.4525488,2.116,1,8.5,True,True,0,True
3,S0315,6.2285288,116.4551222,S0340,6.2495427,116.451671,2.368,1,9.2,True,True,0,True
3,S0315,6.2285288,116.4551222,S0346,6.2399444,116.4347245,2.587,1,-70.0,False,False,0,True
3,S0315,6.2285288,116.4551222,S0348,6.2514125,116.4612922,2.634,1,-53.9,False,False,0,True
3,S0315,6.2285288,116.4551222,S0366,6.2218072,116.4428194,1.552,1,9.8,True,True,0,True
3,S0315,6.2285288,116.4551222,S0372,6.2275471,116.4499,0.587,1,10.1,True,True,0,True
3,S0315,6.2285288,116.4551222,S0403,6.2493073,116.4626154,2.454,1,-76.7,False,False,0,True
3,S0316,6.2251585,116.4491033,S0315,6.2285288,116.4551222,0.764,0,9.4,True,True,0,True
3,S0316,6.2251585,116.4491033,S0318,6.2186365,116.4523971,0.811,0,9.8,True,True,0,True
3,S0316,6.2251585,116.4491033,S0319,6.2360746,116.4494384,1.214,0,-37.0,False,False,0,True
3,S0316,6.2251585,116.4491033,S0320,6.2137719,116.4515128,1.294,0,3.5,True,False,0,True
3,S0316,6.2251585,116.4491033,S0321,6.2065818,116.4454789,2.104,0,-49.0,False,False,0,True
3,S0316,6.2251585,116.4491033,S0322,6.1992736,116.4466573,2.891,0,-29.5,False,False,0,True
3,S0316,6.2251585,116.4491033,S0339,6.2473825,116.4525488,2.5,0,-24.5,False,False,0,True
3,S0316,6.2251585,116.4491033,S0340,6.2495427,116.451671,2.726,0,-28.6,False,False,0,True
3,S0316,6.2251585,116.4491033,S0346,6.2399444,116.4347245,2.287,0,-65.4,False,False,0,True
3,S0316,6.2251585,116.4491033,S0366,6.2218072,116.4428194,0.788,0,9.6,True,True,0,True
3,S0316,6.2251585,116.4491033,S0372,6.2275471,116.4499,0.28,0,10.1,True,True,0,True
3,S0318,6.2186365,116.4523971,S0315,6.2285288,116.4551222,1.14,0,-51.1,False,False,0,True
3,S0318,6.2186365,116.4523971,S0316,6.2251585,116.4491033,0.811,0,10.1,True,True,0,True
3,S0318,6.2186365,116.4523971,S0319,6.2360746,116.4494384,1.966,0,-24.0,False,False,0,True
3,S0318,6.2186365,116.4523971,S0320,6.2137719,116.4515128,0.55,0,8.7,True,True,0,True
3,S0318,6.2186365,116.4523971,S0321,6.2065818,116.4454789,1.543,0,-21.9,False,False,0,True
3,S0318,6.2186365,116.4523971,S0322,6.1992736,116.4466573,2.245,0,-18.1,False,False,0,True
3,S0318,6.2186365,116.4523971,S0366,6.2218072,116.4428194,1.116,0,-3.2,False,False,0,True
3,S0318,6.2186365,116.4523971,S0372,6.2275471,116.4499,1.029,0,-16.4,False,False,0,True
3,S0319,6.2360746,116.4494384,S0315,6.2285288,116.4551222,1.048,0,8.1,True,True,0,True
3,S0319,6.2360746,116.4494384,S0316,6.2251585,116.4491033,1.214,0,-33.5,False,False,0,True
3,S0319,6.2360746,116.4494384,S0318,6.2186365,116.4523971,1.966,0,-36.1,False,False,0,True
3,S0319,6.2360746,116.4494384,S0320,6.2137719,116.4515128,2.491,0,-11.5,False,False,0,True
3,S0319,6.2360746,116.4494384,S0339,6.2473825,116.4525488,1.304,0,11.2,True,True,0,True
3,S0319,6.2360746,116.4494384,S0340,6.2495427,116.451671,1.518,0,9.7,True,True,0,True
3,S0319,6.2360746,116.4494384,S0343,6.2556724,116.4596676,2.455,0,7.3,True,True,0,True
3,S0319,6.2360746,116.4494384,S0346,6.2399444,116.4347245,1.682,0,-23.5,False,False,0,True
3,S0319,6.2360746,116.4494384,S0348,6.2514125,116.4612922,2.151,0,-24.3,False,False,0,True
3,S0319,6.2360746,116.4494384,S0366,6.2218072,116.4428194,1.747,0,-54.0,False,False,0,True
3,S0319,6.2360746,116.4494384,S0372,6.2275471,116.4499,0.95,0,-29.1,False,False,0,True
3,S0319,6.2360746,116.4494384,S0403,6.2493073,116.4626154,2.07,0,-35.6,False,False,0,True
3,S0320,6.2137719,116.4515128,S0315,6.2285288,116.4551222,1.689,0,-47.1,False,False,0,True
3,S0320,6.2137719,116.4515128,S0316,6.2251585,116.4491033,1.294,0,14.2,True,True,0,True
3,S0320,6.2137719,116.4515128,S0318,6.2186365,116.4523971,0.55,0,10.1,True,True,0,True
3,S0320,6.2137719,116.4515128,S0319,6.2360746,116.4494384,2.491,0,-23.8,False,False,0,True
3,S0320,6.2137719,116.4515128,S0321,6.2065818,116.4454789,1.041,0,-13.0,False,False,0,True
3,S0320,6.2137719,116.4515128,S0322,6.1992736,116.4466573,1.699,0,-14.9,False,False,0,True
3,S0320,6.2137719,116.4515128,S0366,6.2218072,116.4428194,1.312,0,-9.9,False,False,0,True
3,S0320,6.2137719,116.4515128,S0372,6.2275471,116.4499,1.542,0,10.2,True,True,0,True
3,S0321,6.2065818,116.4454789,S0315,6.2285288,116.4551222,2.663,1,-40.2,False,False,0,True
3,S0321,6.2065818,116.4454789,S0316,6.2251585,116.4491033,2.104,1,-46.7,False,False,0,True
3,S0321,6.2065818,116.4454789,S0318,6.2186365,116.4523971,1.543,1,-9.5,False,False,0,True
3,S0321,6.2065818,116.4454789,S0320,6.2137719,116.4515128,1.041,1,-3.6,False,False,0,True
3,S0321,6.2065818,116.4454789,S0322,6.1992736,116.4466573,0.823,1,-19.3,False,False,0,True
3,S0321,6.2065818,116.4454789,S0338,6.1852478,116.4455836,2.372,1,-30.3,False,False,0,True
3,S0321,6.2065818,116.4454789,S0366,6.2218072,116.4428194,1.718,1,-43.8,False,False,0,True
3,S0321,6.2065818,116.4454789,S0372,6.2275471,116.4499,2.382,1,-34.7,False,False,0,True
3,S0322,6.1992736,116.4466573,S0316,6.2251585,116.4491033,2.891,0,-35.3,False,False,0,True
3,S0322,6.1992736,116.4466573,S0318,6.2186365,116.4523971,2.245,0,-11.1,False,False,0,True
3,S0322,6.1992736,116.4466573,S0320,6.2137719,116.4515128,1.699,0,-1.8,False,False,0,True
3,S0322,6.1992736,116.4466573,S0321,6.2065818,116.4454789,0.823,0,-14.3,False,False,0,True
3,S0322,6.1992736,116.4466573,S0338,6.1852478,116.4455836,1.564,0,10.1,True,True,0,True
3,S0322,6.1992736,116.4466573,S0366,6.2218072,116.4428194,2.541,0,-46.1,False,False,0,True
3,S0333,6.1239943,116.4532593,S0334,6.1466984,116.445671,2.66,1,-81.8,False,False,0,True
3,S0333,6.1239943,116.4532593,S0413,6.1388087,116.4522523,1.651,1,-108.3,False,False,0,True
3,S0334,6.1466984,116.445671,S0333,6.1239943,116.4532593,2.66,0,-88.4,False,False,0,True
3,S0334,6.1466984,116.445671,S0413,6.1388087,116.4522523,1.14,0,-32.3,False,False,0,True
3,S0338,6.1852478,116.4455836,S0321,6.2065818,116.4454789,2.372,0,-40.3,False,False,0,True
3,S0338,6.1852478,116.4455836,S0322,6.1992736,116.4466573,1.564,0,6.8,True,True,0,True
3,S0339,6.2473825,116.4525488,S0315,6.2285288,116.4551222,2.116,0,5.9,True,True,0,True
3,S0339,6.2473825,116.4525488,S0316,6.2251585,116.4491033,2.5,0,-32.6,False,False,0,True
3,S0339,6.2473825,116.4525488,S0319,6.2360746,116.4494384,1.304,0,9.8,True,True,0,True
3,S0339,6.2473825,116.4525488,S0340,6.2495427,116.451671,0.259,0,8.8,True,True,0,True
3,S0339,6.2473825,116.4525488,S0341,6.2491271,116.4754237,2.536,0,-51.2,False,False,0,True
3,S0339,6.2473825,116.4525488,S0343,6.2556724,116.4596676,1.212,0,6.5,True,True,0,True
3,S0339,6.2473825,116.4525488,S0344,6.2647561,116.4537819,1.937,0,0.2,True,False,0,True
3,S0339,6.2473825,116.4525488,S0346,6.2399444,116.4347245,2.137,0,-74.1,False,False,0,True
3,S0339,6.2473825,116.4525488,S0348,6.2514125,116.4612922,1.065,0,4.1,True,True,0,True
3,S0339,6.2473825,116.4525488,S0372,6.2275471,116.4499,2.225,0,-30.8,False,False,0,True
3,S0339,6.2473825,116.4525488,S0403,6.2493073,116.4626154,1.133,0,-21.9,False,False,0,True
3,S0340,6.2495427,116.451671,S0315,6.2285288,116.4551222,2.368,0,6.5,True,True,0,True
3,S0340,6.2495427,116.451671,S0316,6.2251585,116.4491033,2.726,0,-37.9,False,False,0,True
3,S0340,6.2495427,116.451671,S0319,6.2360746,116.4494384,1.518,0,10.0,True,True,0,True
3,S0340,6.2495427,116.451671,S0339,6.2473825,116.4525488,0.259,0,10.1,True,True,0,True
3,S0340,6.2495427,116.451671,S0341,6.2491271,116.4754237,2.626,0,-41.8,False,False,0,True
3,S0340,6.2495427,116.451671,S0343,6.2556724,116.4596676,1.116,0,9.3,True,True,0,True
3,S0340,6.2495427,116.451671,S0344,6.2647561,116.4537819,1.708,0,9.5,True,True,0,True
3,S0340,6.2495427,116.451671,S0346,6.2399444,116.4347245,2.156,0,-51.9,False,False,0,True
3,S0340,6.2495427,116.451671,S0348,6.2514125,116.4612922,1.084,0,10.1,True,True,0,True
3,S0340,6.2495427,116.451671,S0372,6.2275471,116.4499,2.454,0,-26.8,False,False,0,True
3,S0340,6.2495427,116.451671,S0403,6.2493073,116.4626154,1.21,0,-0.7,False,False,0,True
3,S0341,6.2491271,116.4754237,S0339,6.2473825,116.4525488,2.536,0,-40.3,False,False,0,True
3,S0341,6.2491271,116.4754237,S0340,6.2495427,116.451671,2.626,0,-28.8,False,False,0,True
3,S0341,6.2491271,116.4754237,S0343,6.2556724,116.4596676,1.888,0,-38.2,False,False,0,True
3,S0341,6.2491271,116.4754237,S0344,6.2647561,116.4537819,2.957,0,-25.2,False,False,0,True
3,S0341,6.2491271,116.4754237,S0348,6.2514125,116.4612922,1.583,0,-39.8,False,False,0,True
3,S0341,6.2491271,116.4754237,S0403,6.2493073,116.4626154,1.416,0,-41.1,False,False,0,True
3,S0343,6.2556724,116.4596676,S0216,6.281577,116.457519,2.89,0,0.1,True,False,0,True
3,S0343,6.2556724,116.4596676,S0319,6.2360746,116.4494384,2.455,0,9.8,True,True,0,True
3,S0343,6.2556724,116.4596676,S0339,6.2473825,116.4525488,1.212,0,6.4,True,True,0,True
3,S0343,6.2556724,116.4596676,S0340,6.2495427,116.451671,1.116,0,10.0,True,True,0,True
3,S0343,6.2556724,116.4596676,S0341,6.2491271,116.4754237,1.888,0,-50.4,False,False,0,True
3,S0343,6.2556724,116.4596676,S0344,6.2647561,116.4537819,1.201,0,8.2,True,True,0,True
3,S0343,6.2556724,116.4596676,S0348,6.2514125,116.4612922,0.507,0,9.9,True,True,0,True
3,S0343,6.2556724,116.4596676,S0403,6.2493073,116.4626154,0.779,0,-17.5,False,False,0,True
3,S0344,6.2647561,116.4537819,S0215,6.283342,116.453604,2.067,1,8.7,True,True,0,True
3,S0344,6.2647561,116.4537819,S0216,6.281577,116.457519,1.915,1,10.2,True,True,0,True
3,S0344,6.2647561,116.4537819,S0339,6.2473825,116.4525488,1.937,1,4.9,True,False,0,True
3,S0344,6.2647561,116.4537819,S0340,6.2495427,116.451671,1.708,1,10.3,True,True,0,True
3,S0344,6.2647561,116.4537819,S0341,6.2491271,116.4754237,2.957,1,-40.6,False,False,0,True
3,S0344,6.2647561,116.4537819,S0343,6.2556724,116.4596676,1.201,1,10.3,True,True,0,True
3,S0344,6.2647561,116.4537819,S0345,6.2888642,116.4473655,2.773,1,-25.6,False,False,0,True
3,S0344,6.2647561,116.4537819,S0348,6.2514125,116.4612922,1.7,1,10.0,True,True,0,True
3,S0344,6.2647561,116.4537819,S0403,6.2493073,116.4626154,1.976,1,-19.9,False,False,0,True
3,S0345,6.2888642,116.4473655,S0214,6.3056896,116.4403454,2.025,0,-0.6,False,False,0,True
3,S0345,6.2888642,116.4473655,S0215,6.283342,116.453604,0.923,0,10.1,True,True,0,True
3,S0345,6.2888642,116.4473655,S0216,6.281577,116.457519,1.384,0,9.4,True,True,0,True
3,S0345,6.2888642,116.4473655,S0344,6.2647561,116.4537819,2.773,0,-15.6,False,False,0,True
3,S0346,6.2399444,116.4347245,S0315,6.2285288,116.4551222,2.587,0,-74.8,False,False,0,True
3,S0346,6.2399444,116.4347245,S0316,6.2251585,116.4491033,2.287,0,-75.1,False,False,0,True
3,S0346,6.2399444,116.4347245,S0319,6.2360746,116.4494384,1.682,0,-13.3,False,False,0,True
3,S0346,6.2399444,116.4347245,S0339,6.2473825,116.4525488,2.137,0,-74.3,False,False,0,True
3,S0346,6.2399444,116.4347245,S0340,6.2495427,116.451671,2.156,0,-49.2,False,False,0,True
3,S0346,6.2399444,116.4347245,S0366,6.2218072,116.4428194,2.206,0,-54.6,False,False,0,True
3,S0346,6.2399444,116.4347245,S0372,6.2275471,116.4499,2.171,0,-72.7,False,False,0,True
3,S0348,6.2514125,116.4612922,S0315,6.2285288,116.4551222,2.634,0,-49.4,False,False,0,True
3,S0348,6.2514125,116.4612922,S0319,6.2360746,116.4494384,2.151,0,-13.5,False,False,0,True
3,S0348,6.2514125,116.4612922,S0339,6.2473825,116.4525488,1.065,0,8.4,True,True,0,True
3,S0348,6.2514125,116.4612922,S0340,6.2495427,116.451671,1.084,0,10.0,True,True,0,True
3,S0348,6.2514125,116.4612922,S0341,6.2491271,116.4754237,1.583,0,-49.6,False,False,0,True
3,S0348,6.2514125,116.4612922,S0343,6.2556724,116.4596676,0.507,0,10.1,True,True,0,True
3,S0348,6.2514125,116.4612922,S0344,6.2647561,116.4537819,1.7,0,10.0,True,True,0,True
3,S0348,6.2514125,116.4612922,S0372,6.2275471,116.4499,2.937,0,-23.9,False,False,0,True
3,S0348,6.2514125,116.4612922,S0403,6.2493073,116.4626154,0.276,0,-1.6,False,False,0,True
3,S0351,6.2917772,116.5161892,S0352,6.2893898,116.5213042,0.625,1,9.3,True,True,0,True
3,S0352,6.2893898,116.5213042,S0351,6.2917772,116.5161892,0.625,0,9.6,True,True,0,True
3,S0355,6.0412176,116.7087175,S0960,6.0293568,116.7251583,2.246,0,-21.8,False,False,0,True
