settlement_id,name,district,lat,lon,pop_2km,backhaul_km,elev_drop_m,only_self_3km,only_self_5km,only_self_10km,ever_lit
S0172,Matunggong,Kudat,6.7151333,116.7225425,909,0.0,,1,1,1,False
S0178,Kampung Betotai,Tuaran,6.2383709,116.2825212,828,6.29,-2.0,0,0,0,False
S0179,Kg. Kelawat,KotaBelud,6.3240036,116.3743229,756,6.72,68.0,0,0,0,True
S0180,Kampung Tembayang,KualaPenyu,5.3947301,115.3863577,557,7.27,-17.0,1,1,1,True
S0181,Kampung Kuala Sapi,Beluran,5.8241814,117.4379987,784,15.78,5.0,0,0,0,True
S0182,Kampung Bilit,Kinabatangan,5.4999089,118.2079604,561,39.07,19.0,1,1,1,True
S0185,Pekan Nabalu,Tuaran,6.0282512,116.4629369,657,0.0,,0,0,0,True
S0186,Kampung Kabatu,Beaufort,5.3968433,115.6876589,2300,8.26,0.0,0,0,0,True
S0187,Kampung Kabidang,Beaufort,5.4023466,115.6848433,2406,8.9,-4.0,0,0,0,True
S0188,Kampung Klias Kecil,Beaufort,5.44141,115.6382102,1010,14.62,-1.0,1,1,0,True
S0189,Kampung Melabu,Beaufort,5.4223745,115.6640257,1762,12.11,7.0,0,0,0,True
S0190,Kg. Nukahan,Beaufort,5.4619507,115.5891481,1190,11.81,-5.0,1,0,0,False
S0191,Kampung Takuli,Beaufort,5.4164768,115.6768857,2053,10.64,0.0,0,0,0,True
S0196,Kampung Sentosa,Sandakan,5.9479941,118.014302,939,16.51,3.0,0,0,0,True
S0201,Kg. Tinangol,Kudat,6.7723729,116.7038484,1786,6.69,-7.0,1,1,1,True
S0202,Kg Mengaris,Kinabatangan,5.4070377,117.9501832,1069,23.25,-27.0,0,0,0,True
S0203,Kg. Gum Gum,Sandakan,5.8933391,117.9209983,8559,22.38,-1.0,1,1,1,True
S0205,Kampung Dandulit,Sandakan,5.9696538,117.9102422,781,26.98,-4.0,1,1,1,True
S0212,Kampung Merintanam,Sipitang,5.039118,115.546489,2325,4.16,16.0,1,1,1,True
S0214,Kampung Rangalau,KotaBelud,6.3056896,116.4403454,2101,5.05,13.0,1,1,1,True
S0215,Kampung Rajunah,KotaBelud,6.283342,116.453604,2595,6.22,-44.0,0,0,0,True
S0216,Kampung Gaur,KotaBelud,6.281577,116.457519,2735,6.07,-47.0,0,0,0,True
S0219,Kg. Balung,Tawau,4.3654738,118.1039281,16957,27.77,44.0,1,1,1,True
S0223,Segaliud,Sandakan,5.7308288,117.8201327,1988,16.04,-25.0,1,1,1,True
S0230,Kg. Jaya Baru,Kinabatangan,5.5718621,117.9061674,2167,6.86,-22.0,1,1,1,True
S0233,Kg. Jaya Bakti,Sandakan,5.7681783,117.7092373,2147,21.94,10.0,1,1,1,True
S0239,Saliwangan,Beaufort,5.272817,115.8016325,739,10.5,15.0,1,1,1,False
S0240,Kampung Sambah,Tuaran,6.2443677,116.2902122,623,5.28,0.0,1,1,1,False
S0242,Kampung Marak Parak,KotaMarudu,6.3120478,116.7332936,1729,20.6,131.0,0,0,0,True
S0243,Kampung Sunsui,KotaMarudu,6.3871847,116.7747033,1115,12.09,55.0,1,1,1,False
S0256,Kampung Kayul,KualaPenyu,5.4994293,115.5463513,2417,9.68,11.0,0,0,0,True
S0257,Menumbok,KualaPenyu,5.3040795,115.3690652,2184,0.0,,0,0,0,True
S0261,Kg Mengaris2,Kinabatangan,5.4061473,117.9516956,865,23.42,-25.0,0,0,0,True
S0262,Kampung Batu Puteh.,Kinabatangan,5.4200674,117.9418331,509,21.54,-25.0,1,1,1,True
S0273,Sungai Rakit,KotaMarudu,6.4544107,116.8012118,1816,6.29,5.0,0,0,0,True
S0274,Rampayan Ulu,KotaBelud,6.5215802,116.5176299,2111,21.45,-4.0,0,0,0,True
S0275,,KotaBelud,6.5807904,116.5497762,1021,24.23,-16.0,1,1,1,True
S0279,,Kudat,6.8828641,116.6805184,1832,18.65,7.0,0,0,0,True
S0280,,Kudat,6.8728835,116.6760968,653,18.28,-16.0,0,0,0,True
S0281,,KotaBelud,6.3847972,116.3463728,1188,9.96,-9.0,1,1,1,True
S0284,Togop Laut,Ranau,6.1615009,116.7975091,871,27.53,-320.0,1,1,1,False
S0307,Kampung Sumbilingan,KotaBelud,6.3129372,116.3458603,1986,6.24,0.0,1,0,0,True
S0308,Batu Payung,Tawau,4.228356,117.992711,947,12.03,114.0,1,1,1,True
S0315,Kampung Tambulaung,KotaBelud,6.2285288,116.4551222,2808,0.59,-2.0,0,0,0,True
S0316,Kampung Taginambur,KotaBelud,6.2251585,116.4491033,2687,0.28,2.0,0,0,0,True
S0318,Kampung Soronsob,KotaBelud,6.2186365,116.4523971,2345,1.03,7.0,0,0,0,True
S0319,Kampung Tamalang,KotaBelud,6.2360746,116.4494384,2923,0.95,12.0,0,0,0,True
S0320,Kampung Bahab,KotaBelud,6.2137719,116.4515128,2249,1.54,35.0,0,0,0,True
S0321,Kampung Bayayat,KotaBelud,6.2065818,116.4454789,1459,2.38,74.0,1,1,1,True
S0322,Kampung Sogoh,KotaBelud,6.1992736,116.4466573,1206,3.16,66.0,0,0,0,True
S0333,Kampung Tambatuon,KotaBelud,6.1239943,116.4532593,950,10.7,-781.0,1,1,1,False
S0334,Kampung Lingkubang,KotaBelud,6.1466984,116.445671,622,9.0,109.0,1,1,1,True
S0338,Kampung Narinang,KotaBelud,6.1852478,116.4455836,866,4.73,45.0,0,0,0,False
S0339,Kampung Taginambur Jaya,KotaBelud,6.2473825,116.4525488,2809,2.22,-23.0,0,0,0,True
S0340,Kampung Bukit Bendera,KotaBelud,6.2495427,116.451671,2856,2.45,-2.0,0,0,0,True
S0341,Kampung Mengkulat,KotaBelud,6.2491271,116.4754237,797,3.7,28.0,1,1,1,True
S0343,Kampung Ratau,KotaBelud,6.2556724,116.4596676,2444,3.31,-30.0,0,0,0,True
S0344,Kampung Tamu Darat,KotaBelud,6.2647561,116.4537819,2988,4.16,-14.0,0,0,0,True
S0345,Kampung Bokilong,KotaBelud,6.2888642,116.4473655,2524,6.82,-44.0,0,0,0,True
S0346,Kampung Tuguson,KotaBelud,6.2399444,116.4347245,1155,2.17,13.0,1,1,1,True
S0348,Kampung Kaung Melawan,KotaBelud,6.2514125,116.4612922,2805,2.94,-6.0,0,0,0,True
S0351,Kampung Nahaba,KotaBelud,6.2917772,116.5161892,2314,10.23,12.0,0,0,0,True
S0352,Kampung Tegudon,KotaBelud,6.2893898,116.5213042,2136,10.47,7.0,0,0,0,True
S0354,Kampung Sayap,KotaBelud,6.2077042,116.5563737,565,11.97,382.0,1,1,1,False
S0355,Poring,Ranau,6.0412176,116.7087175,581,11.06,-45.0,1,1,1,True
S0360,Kampung Mandap,KotaBelud,6.3219835,116.3868016,2076,5.62,37.0,1,1,1,True
S0364,Kampung Nanamun,KotaBelud,6.4821376,116.4939753,541,16.36,-4.0,0,0,0,True
S0365,Kampung Kayu Putih,KotaBelud,6.4635833,116.4878031,1176,14.21,-10.0,0,0,0,True
S0366,Kampung Pomotodon,KotaBelud,6.2218072,116.4428194,2449,1.01,47.0,0,0,0,True
S0372,Pekan Taginambur,KotaBelud,6.2275471,116.4499,2788,0.0,,0,0,0,True
S0374,Kampung Kolapis,Beluran,5.8967747,117.6190252,618,6.55,-1.0,1,1,1,True
S0375,Toruntungan,Ranau,6.1940804,116.7735199,1097,29.5,-269.0,1,1,1,False
S0379,Kampung Pongoputan Baru,KotaMarudu,6.3363692,116.7327757,1297,17.94,145.0,0,0,0,False
S0380,Kampung Tangkol,KotaMarudu,6.3424779,116.740202,1651,17.14,116.0,0,0,0,False
S0383,Kampung Mimpas,KotaMarudu,6.3795511,116.7597414,946,12.86,105.0,1,1,1,False
S0384,Kampung Timbang Batu 2,KotaMarudu,6.4390311,116.8076006,1113,8.04,173.0,0,0,0,True
S0389,Kampung Kobambangan,Beluran,6.3928187,117.3832823,501,2.19,-1.0,0,0,0,True
S0390,Kampung Kabuluh,Beluran,6.3981983,117.385528,648,1.61,2.0,0,0,0,True
S0393,Kampung Rosok,KotaBelud,6.4023072,116.5293282,1160,12.5,-4.0,1,1,1,True
S0394,Kampung Kawang-Kawang,KotaBelud,6.4442068,116.5127843,981,13.98,-10.0,0,0,0,True
S0395,Kampung Bugaron,KotaBelud,6.4237159,116.5214103,1367,13.09,-13.0,0,0,0,False
S0396,Kampung Gentuong,KotaBelud,6.4268077,116.5106171,1436,12.42,-8.0,0,0,0,False
S0403,Kampung Tudan,KotaBelud,6.2493073,116.4626154,2663,2.8,-17.0,1,1,1,True
S0404,Kampung Pompod Kelawat,KotaBelud,6.3239734,116.3515484,1550,7.57,7.0,0,0,0,True
S0405,Kampung Pituru Laut,KotaBelud,6.3380572,116.3291819,621,8.97,-5.0,1,1,1,False
S0406,Kampung Pituru Darat,KotaBelud,6.3394007,116.3431186,679,9.12,-2.0,1,1,1,False
S0407,Kampung Ambong,KotaBelud,6.3064939,116.3280651,900,5.5,-2.0,1,1,1,True
S0410,Kampung Tolus,KotaBelud,6.3000554,116.328518,699,4.78,-8.0,1,1,1,True
S0413,Kampung Bundu Paka,KotaBelud,6.1388087,116.4522523,1019,9.87,102.0,1,1,1,True
S0417,Kampung Taginambur Kiulu,Tuaran,6.0279292,116.4434492,682,2.16,-286.0,1,1,1,True
S0419,Kampung Kiau Taburi,KotaBelud,6.0325619,116.4855496,864,2.55,-72.0,0,0,0,True
S0420,Kampung Tomis Jaya,KotaBelud,6.0132916,116.4791545,518,2.45,33.0,1,1,1,True
S0432,,Tenom,4.8645291,115.8777495,638,7.05,-3.0,0,0,0,True
S0433,Kalibatang Baru,Tenom,4.8621763,115.8897693,1220,6.52,-15.0,0,0,0,True
S0449,Bandar Cendrawasih,LahadDatu,5.1534359,119.0040353,2202,0.0,,1,1,1,True
S0450,Bandar Kembara Sakti,Kinabatangan,5.3267574,119.0576001,4204,18.23,-13.0,1,1,1,True
S0456,Kampung Sulakalung,Pitas,6.6648177,117.2073658,549,18.4,0.0,0,0,0,True
S0464,Entilibon,Tongod,5.536651,117.0466103,1569,0.0,,1,1,1,True
S0465,,Beluran,5.7577913,117.4017668,571,23.42,6.0,1,1,1,False
S0466,,Beluran,5.8344594,117.4367943,784,15.33,-3.0,0,0,0,True
S0506,Loboh Baru,Nabawan,5.0421848,116.4027383,1086,2.57,3.0,1,1,1,True
S0511,Sarikan B,Nabawan,5.0315794,116.4562941,2033,3.49,-2.0,1,1,1,True
S0512,Kabangawong,Nabawan,5.0185581,116.4597964,906,4.44,-9.0,0,0,0,False
S0513,Tetagas,Nabawan,4.9952745,116.4677671,2697,6.78,-8.0,1,1,1,True
S0533,Sinsingon,Nabawan,4.7154608,116.47698,835,24.78,237.0,1,0,0,True
S0553,Padang,Nabawan,4.7138076,116.4598441,807,24.2,123.0,0,0,0,False
S0555,Pulungan A,Nabawan,4.7247292,116.4472719,546,25.21,158.0,1,1,1,False
S0556,Panawan,Nabawan,4.7125431,116.4669454,1006,24.21,128.0,0,0,0,True
S0559,Lotong,Nabawan,4.7157558,116.4513129,715,24.27,122.0,1,1,1,False
S0599,Tuaran Baru,Keningau,5.0954389,116.3409302,685,7.72,15.0,0,0,0,False
S0603,Sakikilo,Keningau,5.1778704,116.2381905,534,6.93,60.0,0,0,0,False
S0605,Kampung Kebulu,Keningau,5.1621456,116.2315424,1181,6.8,27.0,0,0,0,False
S0608,Barasanon,Keningau,5.1868176,116.1825533,769,12.84,-2.0,1,1,1,False
S0611,Mansiat,Tongod,5.4505072,116.5605112,671,32.48,-68.0,0,0,0,True
S0614,Nandagan,Tongod,5.4257658,116.5207264,1091,32.02,-120.0,1,1,1,False
S0617,Lalapakon,Tongod,5.448024,116.5546504,648,32.26,-81.0,0,0,0,True
S0618,Mampisas,Keningau,5.4025431,116.4863082,1503,32.48,-157.0,1,1,1,False
S0620,Sosolungon,Tongod,5.4312578,116.5366919,809,32.5,-78.0,1,1,1,False
S0623,Sinulihan Baru,Keningau,5.292031,116.3884042,1334,19.91,28.0,0,0,0,True
S0627,Batu Lunguyan,Keningau,5.3433622,116.4395412,889,27.84,62.0,1,1,1,True
S0629,Kindasan,Keningau,5.3214327,116.4157143,927,24.32,47.0,1,1,1,True
S0631,Kiulu Baru,Keningau,5.3030662,116.3959753,1136,21.4,33.0,1,1,1,True
S0632,Rampayan,Keningau,5.2832779,116.379809,1477,18.58,32.0,0,0,0,True
S0633,Lipasu,Keningau,5.1739474,116.391897,546,11.86,14.0,1,1,1,False
S0634,Kampung Tiong,Keningau,5.2882954,116.3810541,1473,19.12,32.0,0,0,0,True
S0636,Mailu,Keningau,5.1225003,116.3911099,908,9.97,-86.0,0,0,0,False
S0637,Kabuan,Keningau,5.1920657,116.3999474,793,13.41,31.0,1,0,0,False
S0638,Kabatang Baru,Keningau,5.2601226,116.3734017,845,16.04,19.0,0,0,0,False
S0639,Kipaliu,Keningau,5.2593984,116.3756262,758,16.12,17.0,0,0,0,False
S0648,Sinar Harapan,Keningau,5.1481891,116.3564896,2981,7.43,13.0,0,0,0,True
S0650,Binuou Tengah,Keningau,5.1626227,116.3648085,774,8.63,10.0,0,0,0,False
S0651,Mustika,Keningau,5.1459778,116.3678933,1956,8.68,8.0,0,0,0,True
S0654,Karanaan Baru,Keningau,5.1518875,116.3337432,1824,5.0,1.0,0,0,0,False
S0656,Panagatan Laut,Keningau,5.3409493,116.1995303,1779,5.33,6.0,0,0,0,True
S0658,Panagatan Ulu,Keningau,5.3467074,116.2097255,869,6.57,3.0,0,0,0,True
S0659,Marapok,Keningau,5.3797614,116.2340885,2346,10.51,15.0,0,0,0,True
S0660,Kasugui,Keningau,5.3629756,116.2129939,1956,7.56,5.0,0,0,0,True
S0661,Magatang,Keningau,5.3621802,116.219394,1638,8.16,5.0,0,0,0,True
S0663,Panui,Keningau,5.3891572,116.240027,1625,11.62,23.0,0,0,0,True
S0664,Pekan Baru,Keningau,5.4542071,116.2578834,7863,17.95,70.0,0,0,0,True
S0665,Linsudan,Keningau,5.4183322,116.2561088,1694,15.0,41.0,0,0,0,True
S0667,Mararagang,Keningau,5.4797716,116.2752866,3890,21.37,134.0,0,0,0,True
S0668,Sungoi,Keningau,5.4489856,116.2702798,6967,18.46,39.0,0,0,0,True
S0669,Mailo,Keningau,5.3997077,116.2381822,2305,12.15,22.0,0,0,0,True
S0670,Takad,Keningau,5.4728503,116.2654893,5331,20.08,82.0,0,0,0,True
S0671,Luanti Baru,Keningau,5.4044747,116.2475115,1611,13.29,33.0,0,0,0,True
S0673,Marasak,Keningau,5.3940265,116.2424715,1420,12.15,30.0,0,0,0,True
S0674,Kampung Kapayan Baru,Keningau,5.4455835,116.2688726,6394,18.08,46.0,0,0,0,True
S0675,Samangkok,Keningau,5.4585487,116.2659994,8584,18.9,55.0,0,0,0,True
S0676,Kapayan Lama,Keningau,5.4464732,116.267259,6673,18.02,42.0,0,0,0,True
S0677,Nuntunan,Keningau,5.4816186,116.2690947,4117,21.1,77.0,0,0,0,True
S0678,Gasabon,Keningau,5.4582441,116.2733047,8261,19.43,51.0,0,0,0,True
S0679,Liau Laut,Keningau,5.4190511,116.2334792,2532,13.23,41.0,0,0,0,True
S0680,Pangas Laut,Keningau,5.4623131,116.2811304,5271,20.36,62.0,0,0,0,True
S0681,Umpason,Keningau,5.4719211,116.2803596,3694,21.07,99.0,0,0,0,True
S0682,Kilambang,Keningau,5.426731,116.2391342,2890,14.29,62.0,0,0,0,True
S0683,Ritting,Keningau,5.4676301,116.2678351,7032,19.8,72.0,0,0,0,True
S0684,Ranggom,Keningau,5.455013,116.2639664,8784,18.46,54.0,0,0,0,True
S0685,Kirokot Baru,Keningau,5.451431,116.2568816,7124,17.64,67.0,0,0,0,True
S0686,Tohan Baru,Keningau,5.4356626,116.2497626,3407,15.81,64.0,0,0,0,True
S0687,Lambanga,Keningau,5.4457484,116.2570889,6390,17.19,63.0,0,0,0,True
S0688,Pagansangan,Keningau,5.4307567,116.2278076,1684,13.83,62.0,0,0,0,True
S0689,Tagai,Keningau,5.4176834,116.227837,2948,12.7,57.0,0,0,0,True
S0690,Nukakatan Baru,Keningau,5.1964629,116.359591,842,9.81,9.0,0,0,0,False
S0693,Bonod Batu 7,Keningau,5.2181166,116.344786,682,10.4,20.0,1,1,0,False
S0697,Delayan Baru,Keningau,5.2419511,116.3674556,916,14.03,25.0,0,0,0,False
S0699,Terolobou Baru,Keningau,5.1807118,116.3504924,504,7.97,7.0,0,0,0,False
S0700,Kionsom Baru,Keningau,5.2314063,116.3720737,997,13.47,19.0,0,0,0,False
S0701,Johan Jaya,Keningau,5.1863236,116.3527253,540,8.53,7.0,0,0,0,False
S0702,Delayan Lama,Keningau,5.2312481,116.358671,1237,12.49,16.0,0,0,0,False
S0703,Tanggulon Jaya,Keningau,5.2413062,116.3539969,739,13.11,36.0,0,0,0,False
